11/01/2022 00:00:00,424031,4,580,E,ML,.395,360,100,474,.0212,47.1,.4,.7,.9,1.2,1.4,1.5,99,.0056,71.9,115,.0101,68.6,260,.0479,31.8,,,,,,,,,,,,,,,
11/01/2022 01:00:00,424031,4,580,E,ML,.395,359,100,366,.0172,46.1,.1,.4,.6,.8,.9,1,72,.0044,71.7,93,.0097,68.2,201,.0373,33.7,,,,,,,,,,,,,,,
11/01/2022 02:00:00,424031,4,580,E,ML,.395,358,100,444,.0179,66.2,0,0,0,0,0,0,62,.004,71.6,89,.0093,68.6,293,.0405,64.1,,,,,,,,,,,,,,,
11/01/2022 03:00:00,424031,4,580,E,ML,.395,357,100,390,.0168,67.9,0,0,0,0,0,0,85,.0048,71.9,108,.0115,66.7,197,.034,66.9,,,,,,,,,,,,,,,
11/01/2022 04:00:00,424031,4,580,E,ML,.395,360,100,547,.0158,69.2,0,0,0,0,0,0,207,.012,71.2,253,.0228,66.4,87,.0125,72.7,,,,,,,,,,,,,,,
11/01/2022 05:00:00,424031,4,580,E,ML,.395,360,100,1009,.0323,67.8,0,0,0,0,0,0,378,.021,70.6,338,.0267,60.8,293,.0492,72.2,,,,,,,,,,,,,,,
11/01/2022 06:00:00,424031,4,580,E,ML,.395,360,100,1577,.052,53.5,1,1.6,2.1,2.5,2.9,3.3,575,.0326,69.1,517,.0381,59.2,485,.0851,30.2,,,,,,,,,,,,,,,
11/01/2022 07:00:00,424031,4,580,E,ML,.395,357,100,1830,.0579,53.2,1.9,2.6,3.2,3.7,4,4.4,731,.0431,66,583,.0411,61.9,516,.0895,26.3,,,,,,,,,,,,,,,
11/01/2022 08:00:00,424031,4,580,E,ML,.395,360,100,1903,.0662,51.6,3,3.9,4.5,5,5.5,5.8,696,.041,67,611,.0431,63,596,.1145,24.2,,,,,,,,,,,,,,,
11/01/2022 09:00:00,424031,4,580,E,ML,.395,359,100,1926,.0691,49.3,3.3,4.1,4.8,5.3,5.9,6.6,708,.0414,68.7,628,.0516,53,590,.1143,23.4,,,,,,,,,,,,,,,
11/01/2022 10:00:00,424031,4,580,E,ML,.395,360,100,1975,.0604,51.8,1.3,1.8,2.2,2.8,3.5,4.1,856,.0529,65.8,744,.0654,49,375,.0628,26.9,,,,,,,,,,,,,,,
11/01/2022 11:00:00,424031,4,580,E,ML,.395,355,100,2245,.057,59.4,0,0,.1,.3,.8,1.4,775,.0491,64.8,757,.066,49.1,713,.0559,62.8,,,,,,,,,,,,,,,
11/01/2022 12:00:00,424031,4,580,E,ML,.395,360,100,2143,.0518,61.5,0,0,0,0,.2,.7,807,.0485,67.8,788,.0637,53.2,548,.0434,64.2,,,,,,,,,,,,,,,
11/01/2022 13:00:00,424031,4,580,E,ML,.395,360,100,2358,.0598,59.7,0,0,.1,.3,.7,1.4,880,.0506,71,793,.0615,55.2,685,.0673,50,,,,,,,,,,,,,,,
11/01/2022 14:00:00,424031,4,580,E,ML,.395,360,100,2533,.0557,64.4,0,0,0,0,0,.1,992,.0565,68,914,.0621,62.5,627,.0484,61,,,,,,,,,,,,,,,
11/01/2022 15:00:00,424031,4,580,E,ML,.395,351,100,3260,.0682,66.7,0,0,0,0,0,0,1244,.0692,69.3,1118,.0721,65.9,898,.0632,64.1,,,,,,,,,,,,,,,
11/01/2022 16:00:00,424031,4,580,E,ML,.395,360,100,3458,.0723,66.6,0,0,0,0,0,0,1357,.0762,68.9,1184,.0748,67.5,917,.0658,62,,,,,,,,,,,,,,,
11/01/2022 17:00:00,424031,4,580,E,ML,.395,360,100,3364,.0707,66.3,0,0,0,0,0,0,1309,.072,69.9,1083,.0706,65.9,972,.0695,62,,,,,,,,,,,,,,,
11/01/2022 18:00:00,424031,4,580,E,ML,.395,360,100,2642,.0573,64.7,0,0,0,0,0,.1,1043,.0589,68.5,904,.0601,64.5,695,.0528,58.9,,,,,,,,,,,,,,,
11/01/2022 19:00:00,424031,4,580,E,ML,.395,357,100,1600,.0379,65,0,0,0,0,.1,.3,395,.023,70.6,682,.0453,69.4,523,.0454,55.1,,,,,,,,,,,,,,,
11/01/2022 20:00:00,424031,4,580,E,ML,.395,279,92,1157,.0275,66.5,0,0,0,0,.1,.2,259,.0146,71.7,520,.0333,71.6,378,.0345,55.5,,,,,,,,,,,,,,,
11/01/2022 21:00:00,424031,4,580,E,ML,.395,359,100,1197,.0285,64.7,0,0,0,0,.1,.3,134,.0073,71.9,377,.0236,70.1,686,.0547,59.6,,,,,,,,,,,,,,,
11/01/2022 22:00:00,424031,4,580,E,ML,.395,360,100,1132,.0298,64.5,0,0,0,.1,.1,.2,91,.005,71.8,282,.0179,70,759,.0665,60.9,,,,,,,,,,,,,,,
11/01/2022 23:00:00,424031,4,580,E,ML,.395,357,100,671,.0345,43.3,.4,1,1.5,1.9,2.2,2.5,40,.0024,71.8,166,.0109,69.7,465,.0903,33.1,,,,,,,,,,,,,,,
11/02/2022 00:00:00,424031,4,580,E,ML,.395,360,100,961,.0615,37.5,.7,1.7,2.5,3.2,3.8,4.3,18,.0011,71.9,97,.0067,69.8,846,.1768,33.8,,,,,,,,,,,,,,,
11/02/2022 01:00:00,424031,4,580,E,ML,.395,360,100,1720,.1597,33.2,2.6,4.4,6.2,7.6,8.8,9.7,18,.0011,71.9,72,.0063,68.8,1630,.4715,31.5,,,,,,,,,,,,,,,
11/02/2022 02:00:00,424031,4,580,E,ML,.395,360,100,1739,.304,16.1,32.4,34.7,36.5,37.9,39.1,40.1,16,.0013,71.6,74,.0066,69.7,1649,.904,12.8,,,,,,,,,,,,,,,
11/02/2022 03:00:00,424031,4,580,E,ML,.395,357,100,973,.0665,31.9,2.7,3.9,4.8,5.5,6.1,6.6,37,.0025,71.7,105,.0109,68.4,831,.1861,27.1,,,,,,,,,,,,,,,
11/02/2022 04:00:00,424031,4,580,E,ML,.395,360,100,579,.0218,55.7,0,.2,.3,.5,.7,.9,122,.0067,72,226,.0199,66.1,231,.0389,38.4,,,,,,,,,,,,,,,
11/02/2022 05:00:00,424031,4,580,E,ML,.395,360,100,1385,.0594,52.4,.6,1.4,2.1,2.7,3.2,3.6,291,.016,71.8,443,.0311,70.9,651,.1311,32.7,,,,,,,,,,,,,,,
11/02/2022 06:00:00,424031,4,580,E,ML,.395,360,100,2630,.1421,39.3,13.4,15.6,17.3,18.7,19.9,20.8,462,.0254,71.4,581,.0399,67,1587,.361,20,,,,,,,,,,,,,,,
11/02/2022 07:00:00,424031,4,580,E,ML,.395,360,100,3688,.2973,33.9,42.7,46,48.6,50.6,52.3,53.7,618,.0341,70.6,720,.0473,68.9,2350,.8105,13.4,,,,,,,,,,,,,,,
