Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,
5307,08/10/2022 04:00,424031,4,580,E,ML,0.395,359,100,444,0.0124,67,0,0,0,0,0,0,228,0.0143,70.3,163,0.0172,64,53,0.0058,61.6
5308,08/10/2022 05:00,424031,4,580,E,ML,0.395,359,100,862,0.0191,66.9,0,0,0,0,0,0,464,0.0264,69,315,0.0237,65,83,0.0074,62.3
5309,08/10/2022 06:00,424031,4,580,E,ML,0.395,360,100,1273,0.0283,64.8,0,0,0,0,0,0,675,0.0387,67,457,0.0338,62.4,141,0.0126,61.8
5310,08/10/2022 07:00,424031,4,580,E,ML,0.395,357,100,1661,0.0372,64.6,0,0,0,0,0,0.1,875,0.0509,67.1,601,0.0424,63.1,185,0.0182,57.1
5311,08/10/2022 08:00,424031,4,580,E,ML,0.395,360,100,1594,0.036,64.8,0,0,0,0,0,0.1,813,0.0469,68,603,0.0437,62.2,178,0.0175,58.2
5312,08/10/2022 09:00,424031,4,580,E,ML,0.395,359,100,1688,0.0411,60.6,0,0,0,0,0.2,0.6,859,0.0516,66.8,648,0.0537,52.7,181,0.018,59
5313,08/10/2022 10:00,424031,4,580,E,ML,0.395,360,100,1832,0.0443,60.7,0,0,0,0,0.2,0.6,934,0.0567,66.1,688,0.0555,53.9,210,0.0208,58.5
5314,08/10/2022 11:00,424031,4,580,E,ML,0.395,356,100,1993,0.0484,60.2,0,0,0,0,0.2,0.7,1017,0.0628,65.8,790,0.0651,52.9,186,0.0172,60.6
5315,08/10/2022 12:00,424031,4,580,E,ML,0.395,360,100,2035,0.0485,60.4,0,0,0,0,0.2,0.7,1004,0.0611,66.2,832,0.0678,53.1,199,0.0166,61
5316,08/10/2022 13:00,424031,4,580,E,ML,0.395,359,100,2374,0.0532,61.7,0,0,0,0,0,0.3,1101,0.0654,64.1,926,0.07,57.5,347,0.0243,65.2
5317,08/10/2022 14:00,424031,4,580,E,ML,0.395,360,100,3282,0.0723,61.7,0,0,0,0,0,0.3,1316,0.0759,64.9,1157,0.0834,59.5,809,0.0576,59.2
5318,08/10/2022 15:00,424031,4,580,E,ML,0.395,357,100,3973,0.0852,63.3,0,0,0,0,0,0,1496,0.0883,63.8,1294,0.0859,64.9,1183,0.0815,60.9
5319,08/10/2022 16:00,424031,4,580,E,ML,0.395,360,100,4258,0.091,63.2,0,0,0,0,0,0,1625,0.0954,63.7,1384,0.0927,64.3,1249,0.0849,61.2
5320,08/10/2022 17:00,424031,4,580,E,ML,0.395,360,100,4378,0.0934,63.6,0,0,0,0,0,0,1598,0.0946,63.5,1396,0.0925,64.6,1384,0.093,62.5
5321,08/10/2022 18:00,424031,4,580,E,ML,0.395,360,100,3326,0.0676,66.9,0,0,0,0,0,0,1258,0.0705,66.9,1164,0.0739,68,904,0.0583,65.3
5322,08/10/2022 19:00,424031,4,580,E,ML,0.395,356,100,2027,0.0437,65.5,0,0,0,0,0,0,570,0.032,70.6,815,0.0541,65.2,642,0.045,61.3
5323,08/10/2022 20:00,424031,4,580,E,ML,0.395,360,100,1557,0.0347,65.9,0,0,0,0,0,0.1,312,0.0177,71.6,682,0.0446,68.9,563,0.0418,58.7
5324,08/10/2022 21:00,424031,4,580,E,ML,0.395,358,100,1020,0.0225,66.3,0,0,0,0,0,0,155,0.0085,71.7,404,0.0258,69.8,461,0.0332,61.2
5325,08/10/2022 22:00,424031,4,580,E,ML,0.395,359,100,937,0.0204,67.5,0,0,0,0,0,0,114,0.0064,71.8,381,0.0231,71,442,0.0316,63.3
5326,08/10/2022 23:00,424031,4,580,E,ML,0.395,357,100,451,0.0107,66.2,0,0,0,0,0,0,59,0.0031,72.2,178,0.0119,69.3,214,0.0169,62
5327,08/11/2022 00:00,424031,4,580,E,ML,0.395,358,100,255,0.0065,66.8,0,0,0,0,0,0,23,0.0015,71.8,103,0.0069,69.8,129,0.011,63.6
5328,08/11/2022 01:00,424031,4,580,E,ML,0.395,357,100,214,0.0066,66.4,0,0,0,0,0,0,37,0.0025,71.6,80,0.007,69.4,97,0.0104,62.1
5329,08/11/2022 02:00,424031,4,580,E,ML,0.395,261,75,157,0.0057,66.5,0,0,0,0,0,0,22,0.0014,71.7,70,0.0069,69.2,65,0.0087,62
5330,08/11/2022 03:00,424031,4,580,E,ML,0.395,321,92,229,0.0068,67.1,0,0,0,0,0,0,40,0.0022,71.9,91,0.0074,69.5,98,0.0106,62.9
5331,08/11/2022 04:00,424031,4,580,E,ML,0.395,360,100,458,0.0138,65.1,0,0,0,0,0,0.1,91,0.0052,71.8,193,0.0161,68.7,174,0.0203,57.4
5332,08/11/2022 05:00,424031,4,580,E,ML,0.395,360,100,893,0.0218,67.2,0,0,0,0,0,0.1,204,0.0112,71.6,449,0.0292,71,240,0.025,56.2
5333,08/11/2022 06:00,424031,4,580,E,ML,0.395,360,100,1273,0.0304,66.4,0,0,0,0,0.1,0.2,322,0.0174,71.7,590,0.0381,70.2,361,0.0357,55.4
5334,08/11/2022 07:00,424031,4,580,E,ML,0.395,357,100,1573,0.0366,66.4,0,0,0,0,0.3,0.5,404,0.0216,72.3,720,0.0446,72.8,449,0.0438,50.9
5335,08/11/2022 08:00,424031,4,580,E,ML,0.395,355,100,1592,0.0382,68.3,0,0,0,0,0.3,0.5,345,0.0196,71.2,758,0.0483,77.9,489,0.0466,51.4
5336,08/11/2022 09:00,424031,4,580,E,ML,0.395,359,100,1779,0.0444,63.7,0,0,0,0,0.1,0.2,434,0.0251,71,812,0.0556,64.3,533,0.0526,56.6
5337,08/11/2022 10:00,424031,4,580,E,ML,0.395,358,100,1741,0.0431,63.4,0,0,0,0,0,0.2,373,0.021,72.1,847,0.0579,63.5,521,0.0504,57
5338,08/11/2022 11:00,424031,4,580,E,ML,0.395,360,100,,0.0484,64.5,0,0,0,0,0,0.1,434,0.0248,72,910,0.0615,64.1,659,0.0589,59.9
5339,08/11/2022 12:00,424031,4,580,E,ML,0.395,357,100,2121,0.0502,64.7,0,0,0,0,0.1,0.2,467,0.026,73.1,968,0.0642,65.5,686,0.0603,57.6
5340,08/11/2022 13:00,424031,4,580,E,ML,0.395,360,100,2449,0.0562,62.2,0,0,0,0,0,0.3,890,0.0527,66.1,1028,0.075,60.4,531,0.0411,58.7
5341,08/11/2022 14:00,424031,4,580,E,ML,0.395,360,100,3476,0.0759,62.3,0,0,0,0,0,0.3,1357,0.0788,65.9,1196,0.0834,61.5,923,0.0656,57.8
5342,08/11/2022 15:00,424031,4,580,E,ML,0.395,360,100,3943,0.0851,63,0,0,0,0,0,0.1,1517,0.0881,66.2,1245,0.0872,61.8,1181,0.0799,60.2
5343,08/11/2022 16:00,424031,4,580,E,ML,0.395,357,100,4393,0.0939,63.4,0,0,0,0,0,0.1,1710,0.1012,64.8,1417,0.0937,65.1,1266,0.0868,59.6
5344,08/11/2022 17:00,424031,4,580,E,ML,0.395,360,100,3968,0.0822,65.4,0,0,0,0,0,0,1464,0.0836,66.8,1276,0.0812,67.9,1228,0.0817,61
5345,08/11/2022 18:00,424031,4,580,E,ML,0.395,360,100,3408,0.0712,65.6,0,0,0,0,0,0.1,1327,0.0754,67.8,1153,0.0754,66.6,928,0.0627,60.9
5346,08/11/2022 19:00,424031,4,580,E,ML,0.395,360,100,2099,0.0439,67.4,0,0,0,0,0,0,951,0.0557,66.2,801,0.0525,70.9,347,0.0235,62.2
5347,08/11/2022 20:00,424031,4,580,E,ML,0.395,357,100,,0.0341,66.6,0,0,0,0,0,0,724,0.044,67.9,628,0.0444,66.6,197,0.0138,61.5
5348,08/11/2022 21:00,424031,4,580,E,ML,0.395,358,100,1077,0.0245,66.6,0,0,0,0,0,0,596,0.0368,69.2,342,0.0269,63.5,139,0.0099,62.7
5349,08/11/2022 22:00,424031,4,580,E,ML,0.395,357,100,989,0.0224,68.7,0,0,0,0,0,0,568,0.0353,69.8,317,0.0238,68.5,104,0.008,62.5
5350,08/11/2022 23:00,424031,4,580,E,ML,0.395,360,100,535,0.0121,69.5,0,0,0,0,0,0,278,0.0166,71.1,193,0.0146,69.4,64,0.005,62.6
5351,08/12/2022 00:00,424031,4,580,E,ML,0.395,355,100,310,0.0076,69.9,0,0,0,0,0,0,175,0.011,71.5,111,0.0093,68.9,24,0.0024,62.6
5352,08/12/2022 01:00,424031,4,580,E,ML,0.395,358,100,191,0.0048,70,0,0,0,0,0,0,103,0.0063,71.5,72,0.0069,69.3,16,0.0012,63
5353,08/12/2022 02:00,424031,4,580,E,ML,0.395,351,100,213,0.0062,70,0,0,0,0,0,0,113,0.0066,72,84,0.0098,68.6,16,0.0022,62.6
5354,08/12/2022 03:00,424031,4,580,E,ML,0.395,89,33,259,0.0066,69.6,0,0,0,0,0,0,119,0.007,71.7,101,0.0096,68.8,39,0.0031,64.8
5355,08/12/2022 04:00,424031,4,580,E,ML,0.395,355,100,439,0.0119,68.8,0,0,0,0,0,0,240,0.0146,70.9,159,0.0168,67.3,40,0.0043,61.8
5356,08/12/2022 05:00,424031,4,580,E,ML,0.395,360,100,858,0.0195,69.5,0,0,0,0,0,0,465,0.0263,71.9,319,0.0252,67.9,74,0.0071,61.4
5357,08/12/2022 06:00,424031,4,580,E,ML,0.395,360,100,1168,0.026,68.2,0,0,0,0,0,0,618,0.0352,71,453,0.0347,65.6,97,0.0081,61.8
5358,08/12/2022 07:00,424031,4,580,E,ML,0.395,359,100,1498,0.034,68.1,0,0,0,0,0,0,766,0.044,70.1,586,0.0438,67.4,146,0.0143,59.6
5359,08/12/2022 08:00,424031,4,580,E,ML,0.395,357,100,1454,0.0326,70.3,0,0,0,0,0,0,731,0.0423,70.6,581,0.0419,72.8,142,0.0137,58.7
5360,08/12/2022 09:00,424031,4,580,E,ML,0.395,360,100,1708,0.0415,62.2,0,0,0,0,0,0.3,880,0.053,66.2,636,0.0514,57.9,192,0.0199,57.8
5361,08/12/2022 10:00,424031,4,580,E,ML,0.395,359,100,1873,0.0453,60,0,0,0,0,0.1,0.4,952,0.059,63.6,726,0.058,55.4,195,0.0188,58.7
5362,08/12/2022 11:00,424031,4,580,E,ML,0.395,359,100,1884,0.0446,61.4,0,0,0,0,0,0.3,921,0.056,65.1,751,0.0589,57.5,212,0.0189,58.8
5363,08/12/2022 12:00,424031,4,580,E,ML,0.395,357,100,2470,0.0574,61.4,0,0,0,0,0,0.1,1265,0.0786,63.2,934,0.0702,59.5,271,0.0233,59.7
5364,08/12/2022 13:00,424031,4,580,E,ML,0.395,360,100,2858,0.065,62.5,0,0,0,0,0,0.1,1354,0.0828,65,998,0.0743,60.4,506,0.0379,59.9
5365,08/12/2022 14:00,424031,4,580,E,ML,0.395,360,100,3820,0.0834,63.4,0,0,0,0,0,0.5,1460,0.0866,66.2,1302,0.0878,65.9,1058,0.0758,56.3
5366,08/12/2022 15:00,424031,4,580,E,ML,0.395,360,100,4174,0.0925,62.3,0,0,0,0,0.1,0.7,1543,0.0932,65.5,1328,0.0911,65.3,1303,0.0932,55.5
5367,08/12/2022 16:00,424031,4,580,E,ML,0.395,357,100,4250,0.0915,64,0,0,0,0,0,0.4,1576,0.0937,66.2,1402,0.0924,67.5,1272,0.0883,57.4
5368,08/12/2022 17:00,424031,4,580,E,ML,0.395,360,100,4302,0.0913,64.7,0,0,0,0,0,0.3,1600,0.0936,67,1389,0.0906,68.6,1313,0.0896,57.8
5369,08/12/2022 18:00,424031,4,580,E,ML,0.395,360,100,3589,0.0733,67.7,0,0,0,0,0,0.1,1356,0.076,70.4,1243,0.079,70.5,990,0.065,60.4
5370,08/12/2022 19:00,424031,4,580,E,ML,0.395,360,100,2231,0.0479,66.4,0,0,0,0,0,0.1,571,0.0323,71.7,937,0.0602,69.1,723,0.0513,58.6
5371,08/12/2022 20:00,424031,4,580,E,ML,0.395,357,100,1697,0.0366,66.7,0,0,0,0,0,0.1,331,0.0188,72.2,735,0.0464,70.8,631,0.0447,59
5372,08/12/2022 21:00,424031,4,580,E,ML,0.395,360,100,1068,0.0241,64.1,0,0,0,0,0,0.1,167,0.0096,71.7,393,0.0259,68.1,508,0.0368,58.5
5373,08/12/2022 22:00,424031,4,580,E,ML,0.395,360,100,943,0.0206,66.4,0,0,0,0,0,0,137,0.0075,72,351,0.0214,70.3,455,0.0328,61.6
5374,08/12/2022 23:00,424031,4,580,E,ML,0.395,360,100,928,0.0212,65.7,0,0,0,0,0,0.1,108,0.0058,71.9,370,0.0225,72.8,450,0.0353,58.4
5375,08/13/2022 00:00:00,424031,4,580,E,ML,0.395,356,100,449,0.0109,66.4,0,0,0,0,0,0,61,0.0033,72,187,0.0121,70.9,201,0.0173,60.5
5376,08/13/2022 01:00:00,424031,4,580,E,ML,0.395,359,100,295,0.007,66.7,0,0,0,0,0,0,35,0.002,71.9,124,0.0081,70.6,136,0.0111,61.9
5377,08/13/2022 02:00:00,424031,4,580,E,ML,0.395,358,100,303,0.0084,67,0,0,0,0,0,0,45,0.0026,71.9,104,0.0077,70.2,154,0.0149,63.4
5378,08/13/2022 03:00:00,424031,4,580,E,ML,0.395,354,100,227,0.0062,66.6,0,0,0,0,0,0,31,0.0017,72,88,0.0063,69.7,108,0.0106,62.6
5379,08/13/2022 04:00:00,424031,4,580,E,ML,0.395,357,100,310,0.0077,67.7,0,0,0,0,0,0,56,0.0031,71.9,191,0.0144,68.3,63,0.0054,61.9
5380,08/13/2022 05:00:00,424031,4,580,E,ML,0.395,358,100,447,0.0095,69.6,0,0,0,0,0,0,127,0.0067,71.9,273,0.0177,69.9,47,0.004,62.1
5381,08/13/2022 06:00:00,424031,4,580,E,ML,0.395,358,100,727,0.0155,68.9,0,0,0,0,0,0,228,0.0121,71.7,429,0.0287,68.4,70,0.0056,62.5
5382,08/13/2022 07:00:00,424031,4,580,E,ML,0.395,359,100,1128,0.0232,70.4,0,0,0,0,0,0,409,0.0218,71.3,614,0.0384,71.3,105,0.0093,61.9
5383,08/13/2022 08:00:00,424031,4,580,E,ML,0.395,357,100,1487,0.0307,69.7,0,0,0,0,0,0,560,0.0302,72.1,755,0.0487,69.5,172,0.0133,62.6
5384,08/13/2022 09:00:00,424031,4,580,E,ML,0.395,360,100,,0.0388,66.5,0,0,0,0,0,0,727,0.0406,71.2,917,0.0624,63.4,177,0.0133,62.1
5385,08/13/2022 10:00:00,424031,4,580,E,ML,0.395,359,100,2046,0.0423,67.1,0,0,0,0,0,0,828,0.0463,71.3,1025,0.0666,64.8,193,0.014,61.7
5386,08/13/2022 11:00:00,424031,4,580,E,ML,0.395,360,100,2174,0.0451,65.3,0,0,0,0,0,0,926,0.0527,66.4,1046,0.0692,64.7,202,0.0132,62.7
5387,08/13/2022 12:00:00,424031,4,580,E,ML,0.395,355,100,2487,0.0511,64.6,0,0,0,0,0,0,1201,0.0688,65,1021,0.0671,64.7,265,0.0174,62.4
5388,08/13/2022 13:00:00,424031,4,580,E,ML,0.395,360,100,,0.0495,66.2,0,0,0,0,0,0,1181,0.0663,66.6,1055,0.0672,66.5,245,0.015,62.8
5389,08/13/2022 14:00:00,424031,4,580,E,ML,0.395,358,100,2825,0.0561,66.7,0,0,0,0,0,0,1126,0.0627,67,1120,0.0695,68.5,579,0.0362,62.8
5390,08/13/2022 15:00:00,424031,4,580,E,ML,0.395,360,100,3128,0.063,66.5,0,0,0,0,0,0,1260,0.0715,65.9,1207,0.0737,69.4,661,0.0438,62.5
5391,08/13/2022 16:00:00,424031,4,580,E,ML,0.395,357,100,3466,0.0704,66,0,0,0,0,0,0,1392,0.0799,65.1,1292,0.0806,68.2,782,0.0507,64.1
5392,08/13/2022 17:00:00,424031,4,580,E,ML,0.395,360,100,3651,0.0744,65.4,0,0,0,0,0,0,1444,0.0831,64.8,1356,0.0851,67.6,851,0.0551,62.9
5393,08/13/2022 18:00:00,424031,4,580,E,ML,0.395,360,100,3184,0.0633,66.6,0,0,0,0,0,0,1277,0.0715,66.5,1208,0.0745,68.9,699,0.0439,62.7
5394,08/13/2022 19:00:00,424031,4,580,E,ML,0.395,360,100,2717,0.0556,65.3,0,0,0,0,0,0,1220,0.0703,65.2,1122,0.0721,66.6,375,0.0243,61.2
5395,08/13/2022 20:00:00,424031,4,580,E,ML,0.395,357,100,2256,0.0481,65,0,0,0,0,0,0,1061,0.0646,67.2,960,0.0648,63.1,235,0.0149,62.6
5396,08/13/2022 21:00:00,424031,4,580,E,ML,0.395,360,100,2162,0.0453,67.9,0,0,0,0,0,0,1005,0.0608,68.2,941,0.0614,68.8,216,0.0138,62.9
5397,08/13/2022 22:00:00,424031,4,580,E,ML,0.395,360,100,1616,0.0333,69.8,0,0,0,0,0,0,701,0.0407,70.8,755,0.0484,70.5,160,0.0107,62.5
5398,08/13/2022 23:00:00,424031,4,580,E,ML,0.395,358,100,1006,0.0204,69.3,0,0,0,0,0,0,401,0.0225,71.2,506,0.0324,69,99,0.0064,62.8
5399,08/14/2022 00:00:00,424031,4,580,E,ML,0.395,357,100,558,0.0115,69.3,0,0,0,0,0,0,206,0.0116,71.8,311,0.0203,68.5,41,0.0028,62.6
5400,08/14/2022 01:00:00,424031,4,580,E,ML,0.395,360,100,385,0.0081,69.8,0,0,0,0,0,0,130,0.0072,71.8,234,0.0156,69.3,21,0.0014,62.5
5401,08/14/2022 02:00:00,424031,4,580,E,ML,0.395,359,100,270,0.0056,70,0,0,0,0,0,0,66,0.0035,71.9,185,0.0117,70,19,0.0015,62.3
5402,08/14/2022 03:00:00,424031,4,580,E,ML,0.395,353,100,247,0.0054,69.7,0,0,0,0,0,0,73,0.0039,71.9,158,0.0107,69.4,16,0.0016,62.2
5403,08/14/2022 04:00:00,424031,4,580,E,ML,0.395,355,100,224,0.0048,69.8,0,0,0,0,0,0,65,0.0035,71.8,147,0.0098,69.6,12,0.001,62.2
5404,08/14/2022 05:00:00,424031,4,580,E,ML,0.395,360,100,304,0.0061,70.2,0,0,0,0,0,0,95,0.005,71.9,197,0.0125,69.9,12,0.0008,62.5
5405,08/14/2022 06:00:00,424031,4,580,E,ML,0.395,360,100,513,0.0101,70.1,0,0,0,0,0,0,202,0.0103,72,272,0.0166,69.8,39,0.0034,62
5406,08/14/2022 07:00:00,424031,4,580,E,ML,0.395,359,100,1136,0.0219,70.6,0,0,0,0,0,0,308,0.0161,71.6,426,0.0256,70,402,0.024,70.4
5407,08/14/2022 08:00:00,424031,4,580,E,ML,0.395,354,100,1171,0.0231,69,0,0,0,0,0,0,474,0.0256,70.5,574,0.0349,69,123,0.0088,62.9
5408,08/14/2022 09:00:00,424031,4,580,E,ML,0.395,360,100,1803,0.0358,69,0,0,0,0,0,0,850,0.0467,71.1,825,0.0524,67.8,128,0.0084,62.8
5409,08/14/2022 10:00:00,424031,4,580,E,ML,0.395,359,100,2347,0.0474,64.1,0,0,0,0,0,0,1166,0.0654,65.4,990,0.0643,63.1,191,0.0124,62.1
5410,08/14/2022 11:00:00,424031,4,580,E,ML,0.395,360,100,,0.0513,63.3,0,0,0,0,0,0,1246,0.0721,63.2,1086,0.0693,63.7,193,0.0126,62.3
5411,08/14/2022 12:00:00,424031,4,580,E,ML,0.395,357,100,2933,0.0601,62.9,0,0,0,0,0,0,1489,0.0868,62.8,1185,0.077,63.3,259,0.0166,62.5
5412,08/14/2022 13:00:00,424031,4,580,E,ML,0.395,360,100,3130,0.0642,62.4,0,0,0,0,0,0,1564,0.0923,61.8,1284,0.0834,62.9,282,0.0171,63.2
5413,08/14/2022 14:00:00,424031,4,580,E,ML,0.395,360,100,3052,0.0609,64.5,0,0,0,0,0,0,1346,0.0772,63.5,1215,0.0756,65.6,491,0.0298,64.7
5414,08/14/2022 15:00:00,424031,4,580,E,ML,0.395,348,100,3313,0.0664,64.6,0,0,0,0,0,0,1369,0.0786,63.6,1260,0.0782,65.7,684,0.0424,64.4
5415,08/14/2022 16:00:00,424031,4,580,E,ML,0.395,357,100,3340,0.0667,65.1,0,0,0,0,0,0,1328,0.0763,63.5,1315,0.0805,66.7,697,0.0434,64.9
5416,08/14/2022 17:00:00,424031,4,580,E,ML,0.395,360,100,3362,0.0676,64.6,0,0,0,0,0,0,1367,0.078,64,1275,0.0802,65.1,720,0.0447,64.5
5417,08/14/2022 18:00:00,424031,4,580,E,ML,0.395,360,100,3154,0.0644,63.3,0,0,0,0,0,0,1281,0.0749,62.4,1205,0.0766,64.2,668,0.0415,63.3
5418,08/14/2022 19:00:00,424031,4,580,E,ML,0.395,360,100,2614,0.0525,64.1,0,0,0,0,0,0,1217,0.0692,64,1096,0.0696,64.4,301,0.0185,63.5
5419,08/14/2022 20:00:00,424031,4,580,E,ML,0.395,355,100,2098,0.0434,62.6,0,0,0,0,0,0,969,0.0577,61.8,924,0.0596,63.4,205,0.0128,62.8
5420,08/14/2022 21:00:00,424031,4,580,E,ML,0.395,360,100,1930,0.0407,66.8,0,0,0,0,0,0,909,0.054,68.3,821,0.0546,66.1,200,0.0134,62.2
5421,08/14/2022 22:00:00,424031,4,580,E,ML,0.395,360,100,1221,0.025,69.4,0,0,0,0,0,0,547,0.0311,70,564,0.036,70.2,110,0.0078,62.2
5422,08/14/2022 23:00:00,424031,4,580,E,ML,0.395,360,100,753,0.0161,68.3,0,0,0,0,0,0,312,0.0175,71,370,0.0257,67.1,71,0.0051,62.6
5423,08/15/2022 00:00:00,424031,4,580,E,ML,0.395,355,100,389,0.0101,68.7,0,0,0,0,0,0,135,0.0077,71.7,217,0.0158,68.7,37,0.0067,55.4
5424,08/15/2022 01:00:00,424031,4,580,E,ML,0.395,357,100,212,0.0047,69.8,0,0,0,0,0,0,53,0.0029,71.8,145,0.0101,69.7,14,0.001,62.6
5425,08/15/2022 02:00:00,424031,4,580,E,ML,0.395,359,100,184,0.0053,68.7,0,0,0,0,0,0,39,0.0022,71.9,133,0.0124,68.4,12,0.0012,62
5426,08/15/2022 03:00:00,424031,4,580,E,ML,0.395,359,100,254,0.0062,69.8,0,0,0,0,0,0,82,0.0047,71.6,153,0.0123,69.8,19,0.0017,62.2
5427,08/15/2022 04:00:00,424031,4,580,E,ML,0.395,357,100,492,0.0121,69.2,0,0,0,0,0,0,210,0.0119,71.5,239,0.0201,68.4,43,0.0043,62
5428,08/15/2022 05:00:00,424031,4,580,E,ML,0.395,359,100,908,0.0203,68.9,0,0,0,0,0,0,337,0.0186,71.3,456,0.0329,68.7,115,0.0094,62.8
5429,08/15/2022 06:00:00,424031,4,580,E,ML,0.395,359,100,1228,0.0269,69.2,0,0,0,0,0,0,488,0.0267,71.8,601,0.0414,69.2,139,0.0125,60
5430,08/15/2022 07:00:00,424031,4,580,E,ML,0.395,360,100,2276,0.0491,70.1,0,0,0,0,0,0,611,0.0346,69.6,745,0.0515,68,920,0.0611,72
5431,08/15/2022 08:00:00,424031,4,580,E,ML,0.395,357,100,1624,0.0366,68.1,0,0,0,0,0,0,618,0.0352,70.4,774,0.0544,66.8,232,0.0203,65.5
5432,08/15/2022 09:00:00,424031,4,580,E,ML,0.395,359,100,1586,0.0381,64.6,0,0,0,0,0,0,628,0.0369,68.8,796,0.0604,62.1,162,0.017,60
5433,08/15/2022 10:00:00,424031,4,580,E,ML,0.395,360,100,1641,0.0394,62.8,0,0,0,0,0,0.3,638,0.0375,70.2,845,0.0659,57.2,158,0.0149,62.1
5434,08/15/2022 11:00:00,424031,4,580,E,ML,0.395,359,100,1768,0.0423,62.7,0,0,0,0,0,0.4,706,0.0411,70.6,851,0.0669,56.5,211,0.0189,61.8
5435,08/15/2022 12:00:00,424031,4,580,E,ML,0.395,355,100,1988,0.0456,64.4,0,0,0,0,0,0.3,803,0.0457,72.7,953,0.073,57.5,232,0.018,64.1
5436,08/15/2022 13:00:00,424031,4,580,E,ML,0.395,360,100,2431,0.0576,62.8,0,0,0,0,0,0.4,985,0.0584,70.1,1058,0.0829,56.8,388,0.0315,60.7
5437,08/15/2022 14:00:00,424031,4,580,E,ML,0.395,360,100,3107,0.0679,62.8,0,0,0,0,0,0.4,1236,0.0716,67.1,1097,0.0764,62.7,774,0.0558,56
5438,08/15/2022 15:00:00,424031,4,580,E,ML,0.395,354,100,3659,0.0798,62.8,0,0,0,0,0.1,0.4,1403,0.082,66.5,1229,0.0856,63.2,1027,0.0717,57.1
5439,08/15/2022 16:00:00,424031,4,580,E,ML,0.395,357,100,4004,0.0859,63.7,0,0,0,0,0,0.3,1557,0.0909,66.4,1324,0.089,65.8,1123,0.0777,57.7
5440,08/15/2022 17:00:00,424031,4,580,E,ML,0.395,360,100,,0.0831,65.5,0,0,0,0,0,0.1,1499,0.0867,66.9,1321,0.0851,68.2,1188,0.0776,60.6
5441,08/15/2022 18:00:00,424031,4,580,E,ML,0.395,360,100,2853,0.0576,68.1,0,0,0,0,0,0,1065,0.0587,70.1,1021,0.0653,69,767,0.0488,64.1
5442,08/15/2022 19:00:00,424031,4,580,E,ML,0.395,360,100,1975,0.0396,69.5,0,0,0,0,0,0,883,0.0496,70.1,793,0.0503,70.2,299,0.0188,65.9
5443,08/15/2022 20:00:00,424031,4,580,E,ML,0.395,357,100,1511,0.0333,65.8,0,0,0,0,0,0,725,0.0432,68,581,0.0418,64.3,205,0.0147,62.5
5444,08/15/2022 21:00:00,424031,4,580,E,ML,0.395,360,100,1092,0.0241,65.5,0,0,0,0,0,0,587,0.0358,66.7,376,0.028,64.3,129,0.0086,63.1
5445,08/15/2022 22:00:00,424031,4,580,E,ML,0.395,359,100,756,0.0164,67.9,0,0,0,0,0,0,320,0.0186,70.6,339,0.0236,66.7,97,0.0069,63
5446,08/15/2022 23:00:00,424031,4,580,E,ML,0.395,359,100,443,0.0101,68.8,0,0,0,0,0,0,182,0.0106,71.4,207,0.0152,68.1,54,0.0045,62.8
5447,08/16/2022 00:00:00,424031,4,580,E,ML,0.395,357,100,269,0.0071,69,0,0,0,0,0,0,91,0.0054,71.8,146,0.0127,68.6,32,0.003,62.8
5448,08/16/2022 01:00:00,424031,4,580,E,ML,0.395,360,100,,0.0056,69.2,0,0,0,0,0,0,75,0.0044,71.9,114,0.011,68.3,17,0.0012,63.2
5449,08/16/2022 02:00:00,424031,4,580,E,ML,0.395,359,100,164,0.0055,67.7,0,0,0,0,0,0,48,0.003,71.9,98,0.011,66.7,18,0.0025,61.7
5450,08/16/2022 03:00:00,424031,4,580,E,ML,0.395,357,100,232,0.0069,68.2,0,0,0,0,0,0,87,0.0055,71.6,115,0.0116,67.2,30,0.0035,62.1
5451,08/16/2022 04:00:00,424031,4,580,E,ML,0.395,352,100,473,0.0119,68,0,0,0,0,0,0,211,0.0116,71.9,208,0.0183,65.5,54,0.0058,62.4
5452,08/16/2022 05:00:00,424031,4,580,E,ML,0.395,360,100,904,0.0202,67.2,0,0,0,0,0,0,450,0.0256,70.4,349,0.0264,64.3,105,0.0087,62.9
5453,08/16/2022 06:00:00,424031,4,580,E,ML,0.395,360,100,1224,0.0271,65,0,0,0,0,0,0,614,0.0351,69.3,495,0.037,60.2,115,0.0093,62.8
5454,08/16/2022 07:00:00,424031,4,580,E,ML,0.395,359,100,1609,0.0354,64.9,0,0,0,0,0,0,782,0.0455,68.1,656,0.0462,61.8,171,0.0145,62.4
5455,08/16/2022 08:00:00,424031,4,580,E,ML,0.395,357,100,1598,0.0359,64.8,0,0,0,0,0,0,780,0.0456,67.5,653,0.0471,62.4,165,0.015,61.3
5456,08/16/2022 09:00:00,424031,4,580,E,ML,0.395,360,100,1756,0.0423,60.3,0,0,0,0,0.2,0.6,869,0.0521,65.7,710,0.058,53.5,177,0.0168,60.9
