Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,
0,01/01/2022 00:00,424031,4,580,E,ML,0.395,0,0,1307,0.0431,52.5,0,0.1,0.6,1.1,1.6,2.1,160,0.0088,71.8,232,0.0155,69,915,0.105,44.9
1,01/01/2022 01:00,424031,4,580,E,ML,0.395,0,0,873,0.0451,48.5,0,0.1,0.7,1.3,1.7,2.1,100,0.0054,71.8,156,0.0113,69.2,617,0.1185,39.7
2,01/01/2022 02:00,424031,4,580,E,ML,0.395,0,0,883,0.0501,45.5,0,0.4,1.1,1.7,2.2,2.6,81,0.0047,71.7,136,0.0114,68.9,666,0.1343,37.7
3,01/01/2022 03:00,424031,4,580,E,ML,0.395,0,0,483,0.0415,49.6,0,0.2,0.5,0.8,1,1.2,68,0.0037,71.9,118,0.0097,69.1,297,0.1111,37.4
4,01/01/2022 04:00,424031,4,580,E,ML,0.395,0,0,1041,0.0609,53.3,0,0,0.2,0.4,0.9,1.4,126,0.0072,71.8,152,0.0124,68.7,763,0.163,47.1
5,01/01/2022 05:00,424031,4,580,E,ML,0.395,0,0,918,0.077,53.1,0,0.1,0.5,1,1.3,1.6,175,0.0099,71.5,223,0.0152,68.6,520,0.2057,40.6
6,01/01/2022 06:00,424031,4,580,E,ML,0.395,0,0,1222,0.1687,46.5,4,4.8,5.4,5.9,6.3,6.7,317,0.0176,70.6,328,0.0225,67.8,577,0.4661,21.7
7,01/01/2022 07:00,424031,4,580,E,ML,0.395,0,0,1199,0.0927,55.8,3.8,4.2,4.5,4.7,4.9,5.1,469,0.0258,70.2,445,0.0296,67.6,285,0.2229,16.2
8,01/01/2022 08:00,424031,4,580,E,ML,0.395,0,0,1517,0.0723,56.8,4.9,5.4,5.7,6,6.2,6.4,637,0.0354,69.7,563,0.0372,67.3,317,0.1441,14.7
9,01/01/2022 09:00,424031,4,580,E,ML,0.395,0,0,2460,0.0806,51.2,4.5,5.7,6.7,7.5,8.1,8.6,859,0.0483,70.6,717,0.0487,63.8,884,0.1448,24.2
10,01/01/2022 10:00,424031,4,580,E,ML,0.395,0,0,2194,0.0564,61.6,0,0.1,0.3,0.7,1,1.3,951,0.0535,66.2,796,0.0503,67,447,0.0656,41.8
11,01/01/2022 11:00,424031,4,580,E,ML,0.395,0,0,2527,0.0551,63.5,0,0,0,0,0.1,0.3,1067,0.0611,65.1,886,0.0574,65.9,574,0.0468,56.3
12,01/01/2022 12:00,424031,4,580,E,ML,0.395,0,0,2266,0.0469,65.1,0,0,0,0,0,0,1072,0.0619,65,930,0.0585,66.5,264,0.0203,60.3
13,01/01/2022 13:00,424031,4,580,E,ML,0.395,0,0,2397,0.048,66.3,0,0,0,0,0,0,1143,0.064,66.4,979,0.0614,67.3,275,0.0186,62
14,01/01/2022 14:00,424031,4,580,E,ML,0.395,0,0,2595,0.0515,66.8,0,0,0,0,0,0,1082,0.0595,67.1,1035,0.0629,68.5,478,0.032,62.8
15,01/01/2022 15:00,424031,4,580,E,ML,0.395,0,0,3104,0.0629,66,0,0,0,0,0,0,1260,0.0707,66.2,1161,0.0709,68.5,683,0.0471,61.5
16,01/01/2022 16:00,424031,4,580,E,ML,0.395,0,0,3285,0.069,63.6,0,0,0,0,0,0.3,1313,0.0758,64.6,1206,0.076,66.9,766,0.0553,56.8
17,01/01/2022 17:00,424031,4,580,E,ML,0.395,0,0,3363,0.0757,59.9,0,0,0,0,0.2,0.7,1291,0.0794,60.6,1241,0.0826,63.7,831,0.065,53.2
18,01/01/2022 18:00,424031,4,580,E,ML,0.395,0,0,2645,0.0589,61.5,0,0,0,0,0.1,0.4,1046,0.0619,62.3,1007,0.0655,64.8,592,0.0492,54.3
19,01/01/2022 19:00,424031,4,580,E,ML,0.395,0,0,2538,0.0568,65.8,0,0,0,0,0,0.1,811,0.0464,69.1,765,0.0481,69,962,0.0758,60.5
20,01/01/2022 20:00,424031,4,580,E,ML,0.395,0,0,1869,0.0453,64.7,0,0,0.1,0.3,0.5,0.8,713,0.0406,70.8,730,0.0457,68.5,426,0.0496,47.2
21,01/01/2022 21:00,424031,4,580,E,ML,0.395,0,0,1639,0.0447,60.2,0.6,1.1,1.5,1.8,2,2.2,617,0.0351,70.1,667,0.0421,67.2,355,0.0569,30.6
22,01/01/2022 22:00,424031,4,580,E,ML,0.395,0,0,1856,0.0704,50.4,4,5.1,5.9,6.6,7.1,7.6,517,0.0292,70.3,576,0.0352,68.5,763,0.1467,23.9
23,01/01/2022 23:00,424031,4,580,E,ML,0.395,0,0,2221,0.1233,36.4,11,13.2,14.8,16.2,17.2,18.1,293,0.0159,71.5,418,0.0268,68.6,1510,0.3272,21.2
24,01/02/2022 00:00,424031,4,580,E,ML,0.395,0,0,1407,0.0677,36.6,6.4,7.7,8.8,9.6,10.3,10.9,161,0.0087,71.8,284,0.0177,68.9,962,0.1766,22.1
25,01/02/2022 01:00,424031,4,580,E,ML,0.395,0,0,822,0.0273,47.5,0.6,1.1,1.4,1.8,2.1,2.4,101,0.0058,71.7,198,0.0127,68.9,523,0.0634,35.1
26,01/02/2022 02:00,424031,4,580,E,ML,0.395,0,0,747,0.0286,50.6,0,0.3,0.5,0.8,1.1,1.5,66,0.0034,71.9,164,0.0109,69.1,517,0.0716,42
27,01/02/2022 03:00,424031,4,580,E,ML,0.395,0,0,592,0.0255,47.6,0,0.3,0.7,1.1,1.3,1.6,52,0.0029,71.8,143,0.0101,69.3,397,0.0635,37.3
28,01/02/2022 04:00,424031,4,580,E,ML,0.395,0,0,,0.07,45.5,0,0.2,1,1.8,2.5,3.1,64,0.0035,71.8,146,0.0099,69.1,948,0.1964,40.2
29,01/02/2022 05:00,424031,4,580,E,ML,0.395,0,0,2000,0.1288,44.4,0.1,0.6,2.2,3.7,4.9,5.9,121,0.0063,71.9,229,0.0146,68.8,1650,0.3655,39
30,01/02/2022 06:00,424031,4,580,E,ML,0.395,0,0,2148,0.1711,30.8,14.9,17.3,19.1,20.6,21.8,22.8,182,0.0101,71.6,281,0.0185,68.1,1685,0.4847,19.6
31,01/02/2022 07:00,424031,4,580,E,ML,0.395,0,0,1711,0.1238,35.2,13.7,15.2,16.4,17.4,18.2,18.8,272,0.0146,71.5,352,0.0236,67.4,1087,0.3331,16.5
32,01/02/2022 08:00,424031,4,580,E,ML,0.395,0,0,1777,0.2313,38.4,19.3,20.5,21.5,22.2,22.8,23.3,423,0.0229,71.2,500,0.0323,68.5,854,0.6387,11.6
33,01/02/2022 09:00,424031,4,580,E,ML,0.395,0,0,1746,0.0837,58.2,3.7,4.2,4.6,4.9,5.2,5.4,691,0.0382,70.9,693,0.0447,67.9,362,0.1682,18.4
34,01/02/2022 10:00,424031,4,580,E,ML,0.395,0,0,2284,0.0588,57.7,1.3,2,2.5,3,3.3,3.6,939,0.0544,66.1,852,0.0549,65.2,493,0.0671,28.4
35,01/02/2022 11:00,424031,4,580,E,ML,0.395,0,0,,0.0652,60.8,0,0.2,0.5,0.9,1.2,1.6,1110,0.0635,66.6,994,0.0642,65.6,781,0.0678,45.9
36,01/02/2022 12:00,424031,4,580,E,ML,0.395,0,0,2419,0.0492,65.7,0,0,0,0,0,0,1143,0.0648,66.8,1031,0.0658,65.4,245,0.0171,61.7
37,01/02/2022 13:00,424031,4,580,E,ML,0.395,0,0,2405,0.0499,65.8,0,0,0,0,0,0,1126,0.065,66.6,1024,0.0652,66.2,255,0.0196,60.6
38,01/02/2022 14:00,424031,4,580,E,ML,0.395,0,0,2812,0.0606,63.6,0,0,0,0,0.1,0.5,1065,0.0614,66.5,1036,0.0657,66.7,711,0.0547,54.6
39,01/02/2022 15:00,424031,4,580,E,ML,0.395,0,0,3072,0.0715,63.3,0,0,0,0.1,0.2,0.5,1017,0.0584,66.3,1052,0.0653,66.8,1003,0.0909,56.2
40,01/02/2022 16:00,424031,4,580,E,ML,0.395,0,0,2816,0.0619,62.7,0,0,0,0,0.2,0.5,1042,0.0617,65.2,1066,0.0703,65.6,708,0.0536,54.3
41,01/02/2022 17:00,424031,4,580,E,ML,0.395,0,0,3381,0.0839,60.7,0,0,0,0.1,0.2,0.6,940,0.0582,64.3,977,0.0673,62.5,1464,0.1262,56.9
42,01/02/2022 18:00,424031,4,580,E,ML,0.395,0,0,2229,0.056,58.5,0.1,0.4,0.9,1.4,1.8,2.1,806,0.0489,67.6,856,0.0573,62.9,567,0.062,38.4
43,01/02/2022 19:00,424031,4,580,E,ML,0.395,0,0,2350,0.0553,49.3,6.2,7.5,8.6,9.4,10.1,10.7,676,0.0395,69.7,706,0.0455,67,968,0.0808,22.4
44,01/02/2022 20:00,424031,4,580,E,ML,0.395,0,0,2243,0.0791,45.8,8.2,9.6,10.8,11.7,12.5,13.1,568,0.0328,69.3,624,0.0403,67.3,1051,0.1643,20.7
45,01/02/2022 21:00,424031,4,580,E,ML,0.395,0,0,1833,0.078,47.8,4.6,5.8,6.7,7.4,8,8.5,459,0.0262,70.4,541,0.0354,67.6,833,0.1723,23.5
46,01/02/2022 22:00,424031,4,580,E,ML,0.395,0,0,1231,0.0482,48.6,2.3,3.1,3.7,4.1,4.5,4.8,302,0.0171,70.7,392,0.0263,67.6,537,0.1012,25.3
47,01/02/2022 23:00,424031,4,580,E,ML,0.395,0,0,1250,0.0492,41,2.2,3.4,4.3,5.1,5.7,6.2,142,0.0081,71.8,255,0.0166,68.5,853,0.1228,28.5
48,01/03/2022 00:00,424031,4,580,E,ML,0.395,0,0,848,0.0337,47.6,0.1,0.5,1,1.5,1.9,2.2,78,0.0045,71.9,175,0.0141,69.2,595,0.0825,38.3
49,01/03/2022 01:00,424031,4,580,E,ML,0.395,0,0,885,0.0345,41.2,0.2,1,1.8,2.4,2.9,3.4,37,0.0022,71.6,119,0.0092,69.7,729,0.0921,35.2
50,01/03/2022 02:00,424031,4,580,E,ML,0.395,0,0,986,0.0487,47,0,0,0.3,1.1,1.7,2.2,34,0.002,71.6,116,0.0107,68.6,836,0.1332,43.1
51,01/03/2022 03:00,424031,4,580,E,ML,0.395,0,0,1001,0.0551,42,0,1,1.9,2.6,3.2,3.6,65,0.0038,71.7,127,0.0121,68.3,809,0.1493,35.7
52,01/03/2022 04:00,424031,4,580,E,ML,0.395,0,0,,0.0957,44.2,0.1,1.2,2.5,3.6,4.4,5.2,161,0.0092,71.5,228,0.0209,65.9,1211,0.257,36.4
53,01/03/2022 05:00,424031,4,580,E,ML,0.395,0,0,1831,0.0964,49.1,0,0.9,2.2,3.2,4,4.7,334,0.0193,70.7,359,0.0288,68.3,1138,0.2411,36.9
54,01/03/2022 06:00,424031,4,580,E,ML,0.395,0,0,1874,0.0829,47.5,3.5,4.8,5.8,6.6,7.2,7.8,477,0.0279,69.8,497,0.0383,65.1,900,0.1824,26
55,01/03/2022 07:00,424031,4,580,E,ML,0.395,0,0,2552,0.1272,43.4,9.3,11.3,12.8,14.1,15.1,15.9,579,0.0329,70.8,567,0.0418,69.2,1406,0.307,22
56,01/03/2022 08:00,424031,4,580,E,ML,0.395,0,0,3338,0.2012,37.7,19.1,22,24.3,26.1,27.6,28.9,582,0.0333,71.3,685,0.0517,64.8,2071,0.5185,19.3
57,01/03/2022 09:00,424031,4,580,E,ML,0.395,0,0,2928,0.1574,41.6,12.2,14.4,16.2,17.5,18.7,19.6,680,0.0381,71,679,0.0526,62.3,1569,0.3815,20.7
58,01/03/2022 10:00,424031,4,580,E,ML,0.395,0,0,2118,0.06,56.8,1,1.5,2.1,2.5,2.9,3.3,801,0.0461,70.1,817,0.0618,59.6,500,0.0723,30.6
59,01/03/2022 11:00,424031,4,580,E,ML,0.395,0,0,2390,0.0615,59.1,0,0.1,0.5,1.1,1.7,2.1,794,0.045,72.7,842,0.0628,61.8,754,0.0767,42.1
60,01/03/2022 12:00,424031,4,580,E,ML,0.395,0,0,2428,0.0583,62.5,0,0,0,0,0.2,0.6,846,0.0485,70.6,896,0.0668,62,686,0.0594,53.2
61,01/03/2022 13:00,424031,4,580,E,ML,0.395,0,0,2183,0.0541,63.1,0,0,0.1,0.3,0.5,0.8,920,0.0525,69.8,907,0.0677,63.3,356,0.042,45.3
62,01/03/2022 14:00,424031,4,580,E,ML,0.395,0,0,3968,0.0985,60.8,0,0,0,0.1,0.5,1.4,1081,0.0622,68.4,999,0.0714,65.3,1888,0.1619,53.9
63,01/03/2022 15:00,424031,4,580,E,ML,0.395,0,0,3139,0.0802,60.1,0.1,0.3,0.7,1.4,2,2.5,1222,0.072,66.4,1078,0.0746,67.3,839,0.094,41.2
64,01/03/2022 16:00,424031,4,580,E,ML,0.395,0,0,3113,0.0861,57.6,1.1,1.9,2.5,2.9,3.3,3.6,1357,0.0863,62.2,1232,0.0874,64.8,524,0.0846,29.3
65,01/03/2022 17:00,424031,4,580,E,ML,0.395,0,0,3357,0.1139,52.5,2.7,3.9,4.9,5.7,6.3,6.8,1299,0.0848,61.1,1175,0.0881,62,883,0.1689,27.6
66,01/03/2022 18:00,424031,4,580,E,ML,0.395,0,0,2423,0.0772,55.1,1.8,2.8,3.5,4.1,4.5,4.9,901,0.055,65.8,863,0.0621,65.2,659,0.1145,28.1
67,01/03/2022 19:00,424031,4,580,E,ML,0.395,0,0,1798,0.0618,56,1.1,1.9,2.5,3,3.4,3.8,589,0.0341,71.3,632,0.046,66.9,577,0.1053,30.1
68,01/03/2022 20:00,424031,4,580,E,ML,0.395,0,0,2509,0.1322,39,10.1,12.3,14,15.4,16.5,17.5,425,0.0251,70.8,524,0.0373,67.2,1560,0.3341,22.2
69,01/03/2022 21:00,424031,4,580,E,ML,0.395,0,0,3304,0.2447,44.8,0.1,1.7,4.4,6.7,8.5,10,304,0.0175,71.3,450,0.0318,68,2550,0.6848,37.6
70,01/03/2022 22:00,424031,4,580,E,ML,0.395,0,0,3029,0.288,46.1,0,0.3,2,4.2,6,7.5,197,0.0114,71.5,328,0.0236,68.6,2504,0.829,41.2
71,01/03/2022 23:00,424031,4,580,E,ML,0.395,0,0,2203,0.3029,45.5,0,0,1.4,3.1,4.4,5.6,109,0.0061,71.9,210,0.0153,68.5,1884,0.8875,41.4
72,01/04/2022 00:00,424031,4,580,E,ML,0.395,0,0,635,0.3313,28.6,26,26.5,27,27.3,27.6,27.8,52,0.003,71.9,145,0.0121,69.4,438,0.9787,5.6
73,01/04/2022 01:00,424031,4,580,E,ML,0.395,0,0,364,0.335,31,24.7,25,25.2,25.4,25.5,25.6,41,0.0026,71.8,118,0.0103,69.7,205,0.9919,3
74,01/04/2022 02:00,424031,4,580,E,ML,0.395,0,0,247,0.2896,34.2,15,15.2,15.4,15.5,15.6,15.6,28,0.0016,71.9,94,0.0099,69.3,125,0.8573,3
75,01/04/2022 03:00,424031,4,580,E,ML,0.395,0,0,232,0.0859,55.1,4.7,4.7,4.8,4.8,4.9,4.9,64,0.0034,71.8,129,0.0129,69.2,39,0.2412,3
76,01/04/2022 04:00,424031,4,580,E,ML,0.395,0,0,411,0.0378,67.8,1.2,1.2,1.2,1.2,1.2,1.3,175,0.0093,71.9,226,0.0208,68.3,10,0.0832,3
77,01/04/2022 05:00,424031,4,580,E,ML,0.395,0,0,704,0.0154,70,0,0,0,0,0,0,331,0.0181,71.5,373,0.0281,68.7,0,0,3
78,01/04/2022 06:00,424031,4,580,E,ML,0.395,333,67,,0.0404,63.2,0,0,0,0,0,0.2,394,0.0225,70.7,545,0.0426,62.7,652,0.0562,58.9
79,01/04/2022 07:00,424031,4,580,E,ML,0.395,360,67,1861,0.0457,65.2,0,0,0,0,0,0,503,0.0298,69.4,639,0.0466,67.7,719,0.0606,59.9
80,01/04/2022 08:00,424031,4,580,E,ML,0.395,374,67,2001,0.0487,65.2,0,0,0,0,0,0.1,551,0.0322,69.9,696,0.0504,67.8,754,0.0635,59.4
81,01/04/2022 09:00,424031,4,580,E,ML,0.395,360,67,2066,0.0539,59.5,0,0,0,0,0.1,0.7,515,0.0304,69.4,758,0.0602,58.2,793,0.0711,54.4
82,01/04/2022 10:00,424031,4,580,E,ML,0.395,357,67,2117,0.0546,59.9,0,0,0,0,0.1,0.7,516,0.0295,70.9,788,0.062,58.5,813,0.0723,54.4
83,01/04/2022 11:00,424031,4,580,E,ML,0.395,360,67,2280,0.0595,59.4,0,0,0,0,0.2,0.9,634,0.037,69.6,815,0.0659,56.8,831,0.0757,54.1
84,01/04/2022 12:00,424031,4,580,E,ML,0.395,360,67,2342,0.058,61.4,0,0,0,0,0,0.5,627,0.0353,71,857,0.0643,60.1,858,0.0744,55.7
85,01/04/2022 13:00,424031,4,580,E,ML,0.395,360,67,2205,0.0545,61.9,0,0,0,0,0.1,0.5,724,0.0412,70.3,714,0.0551,60.2,767,0.0673,55.4
86,01/04/2022 14:00,424031,4,580,E,ML,0.395,357,67,2804,0.0653,63.3,0,0,0,0,0,0.3,956,0.0546,68.1,940,0.0662,63.9,908,0.075,57.6
87,01/04/2022 15:00,424031,4,580,E,ML,0.395,360,67,,0.0687,66.9,0,0,0,0,0,0,1127,0.0633,69,1023,0.0669,69.7,965,0.0759,61.4
88,01/04/2022 16:00,424031,4,580,E,ML,0.395,360,67,3518,0.0781,66,0,0,0,0,0,0,1327,0.0765,67.5,1154,0.0762,68.9,1037,0.0816,60.8
89,01/04/2022 17:00,424031,4,580,E,ML,0.395,360,67,,0.0769,63.8,0,0,0,0,0,0.1,1241,0.0743,65,1093,0.0747,66.7,1009,0.0817,59.2
90,01/04/2022 18:00,424031,4,580,E,ML,0.395,357,67,2368,0.055,66.2,0,0,0,0,0,0.1,805,0.0466,72.6,764,0.0532,66.4,799,0.0653,59.5
91,01/04/2022 19:00,424031,4,580,E,ML,0.395,360,67,1757,0.0419,65.1,0,0,0,0,0,0.1,571,0.0324,72.6,534,0.0389,64.5,652,0.0545,58.8
92,01/04/2022 20:00,424031,4,580,E,ML,0.395,358,67,1421,0.0336,66.5,0,0,0,0,0,0,378,0.021,72.3,446,0.0313,69.2,597,0.0486,60.8
93,01/04/2022 21:00,424031,4,580,E,ML,0.395,358,67,1225,0.0302,64.8,0,0,0,0,0,0.1,238,0.0126,72.4,413,0.0302,66.9,574,0.0477,60.1
94,01/04/2022 22:00,424031,4,580,E,ML,0.395,357,67,934,0.0229,64.6,0,0,0,0,0,0,187,0.0101,72,265,0.0194,67.6,482,0.0392,60.1
95,01/04/2022 23:00,424031,4,580,E,ML,0.395,359,67,743,0.0185,64.6,0,0,0,0,0,0,82,0.0044,72,214,0.0152,69.3,447,0.0358,61
96,01/05/2022 00:00,424031,4,580,E,ML,0.395,359,100,184,0.0047,69.8,0,0,0,0,0,0,45,0.0027,71.9,118,0.0095,69.7,21,0.002,65.8
97,01/05/2022 01:00,424031,4,580,E,ML,0.395,360,100,145,0.0041,69.8,0,0,0,0,0,0,29,0.0018,72,103,0.0095,69.4,13,0.0012,67.5
98,01/05/2022 02:00,424031,4,580,E,ML,0.395,356,100,135,0.0043,70,0,0,0,0,0,0,26,0.0016,71.9,101,0.0105,69.2,8,0.0008,72.7
99,01/05/2022 03:00,424031,4,580,E,ML,0.395,359,100,189,0.0056,70.6,0,0,0,0,0,0,50,0.0029,72,122,0.0119,69.7,17,0.002,72.6
100,01/05/2022 04:00,424031,4,580,E,ML,0.395,359,100,427,0.0115,70,0,0,0,0,0,0,148,0.0082,72.1,235,0.0217,68.2,44,0.0045,72.7
101,01/05/2022 05:00,424031,4,580,E,ML,0.395,360,100,745,0.018,69.6,0,0,0,0,0,0,297,0.017,71,358,0.0295,67.5,90,0.0077,72.7
102,01/05/2022 06:00,424031,4,580,E,ML,0.395,356,100,1050,0.0236,70.6,0,0,0,0,0,0,419,0.0233,72,474,0.0349,68.7,157,0.0127,72.7
103,01/05/2022 07:00,424031,4,580,E,ML,0.395,360,100,1304,0.029,71.8,0,0,0,0,0,0,515,0.0289,72.2,616,0.043,71.3,173,0.015,72.7
104,01/05/2022 08:00,424031,4,580,E,ML,0.395,359,100,1291,0.029,70.3,0,0,0,0,0,0,471,0.0264,72.6,640,0.0456,70.6,180,0.0149,62.9
105,01/05/2022 09:00,424031,4,580,E,ML,0.395,359,100,1573,0.0364,65.9,0,0,0,0,0,0,600,0.0345,71.2,748,0.0565,62.6,225,0.0181,62.3
106,01/05/2022 10:00,424031,4,580,E,ML,0.395,357,100,1610,0.0375,65.9,0,0,0,0,0,0,626,0.0353,72.6,790,0.0611,61.5,194,0.0163,62
107,01/05/2022 11:00,424031,4,580,E,ML,0.395,360,100,1754,0.0405,65.7,0,0,0,0,0,0,700,0.04,72.3,860,0.0675,60.6,194,0.0141,63.9
108,01/05/2022 12:00,424031,4,580,E,ML,0.395,359,100,1882,0.0431,66.4,0,0,0,0,0,0,693,0.0395,73.2,899,0.0677,62.7,290,0.0222,61.1
109,01/05/2022 13:00,424031,4,580,E,ML,0.395,360,100,2157,0.0479,66.4,0,0,0,0,0,0,834,0.047,70.5,981,0.0718,64.3,342,0.0249,62.3
110,01/05/2022 14:00,424031,4,580,E,ML,0.395,356,100,2605,0.056,68.3,0,0,0,0,0,0,989,0.0571,69.1,947,0.066,67.9,669,0.0449,67.5
111,01/05/2022 15:00,424031,4,580,E,ML,0.395,360,100,,0.0669,67.5,0,0,0,0,0,0,1157,0.0669,68.8,1052,0.0702,70.6,937,0.0636,62.4
112,01/05/2022 16:00,424031,4,580,E,ML,0.395,360,100,3752,0.0845,63.6,0,0,0,0,0,0.2,1395,0.0868,64,1242,0.086,67.4,1115,0.0808,58.7
113,01/05/2022 17:00,424031,4,580,E,ML,0.395,360,100,3518,0.0792,63,0,0,0,0,0,0.2,1352,0.0836,63.8,1139,0.0802,66.1,1027,0.0739,58.3
114,01/05/2022 18:00,424031,4,580,E,ML,0.395,357,100,2285,0.0496,68.3,0,0,0,0,0,0,873,0.051,73.7,834,0.0572,68,578,0.0406,60.6
115,01/05/2022 19:00,424031,4,580,E,ML,0.395,359,100,1402,0.03,71.1,0,0,0,0,0,0,583,0.0333,73.1,594,0.0411,69,225,0.0155,71.2
116,01/05/2022 20:00,424031,4,580,E,ML,0.395,359,100,1011,0.0214,69.8,0,0,0,0,0,0,395,0.0221,72.6,470,0.0323,69.3,146,0.0098,63.7
117,01/05/2022 21:00,424031,4,580,E,ML,0.395,360,100,811,0.0174,68.8,0,0,0,0,0,0,366,0.021,71.5,334,0.024,67.6,111,0.0074,63.7
118,01/05/2022 22:00,424031,4,580,E,ML,0.395,354,100,612,0.0135,68.9,0,0,0,0,0,0,268,0.0153,71.2,270,0.0199,68.1,74,0.0054,63.4
119,01/05/2022 23:00,424031,4,580,E,ML,0.395,359,100,375,0.0088,68.5,0,0,0,0,0,0,138,0.0078,71.9,184,0.015,67.6,53,0.0037,62.9
120,01/06/2022 00:00,424031,4,580,E,ML,0.395,359,100,169,0.0044,69.6,0,0,0,0,0,0,56,0.0037,71.6,102,0.0082,69.3,11,0.0014,62.4
121,01/06/2022 01:00,424031,4,580,E,ML,0.395,357,100,126,0.0036,69.1,0,0,0,0,0,0,45,0.0028,71.6,76,0.0074,68,5,0.0005,63.6
122,01/06/2022 02:00,424031,4,580,E,ML,0.395,355,100,,0.0043,69.4,0,0,0,0,0,0,53,0.0036,71.5,73,0.0082,68.5,7,0.001,62.8
123,01/06/2022 03:00,424031,4,580,E,ML,0.395,357,100,196,0.0054,69.7,0,0,0,0,0,0,87,0.0053,71.7,94,0.0094,68.8,15,0.0016,63.4
124,01/06/2022 04:00,424031,4,580,E,ML,0.395,357,100,410,0.0115,67.9,0,0,0,0,0,0,187,0.0108,71.6,171,0.0187,65.2,52,0.0049,63.3
125,01/06/2022 05:00,424031,4,580,E,ML,0.395,359,100,752,0.0175,69.9,0,0,0,0,0,0,345,0.0192,71.5,323,0.0255,69.8,84,0.0077,63.1
126,01/06/2022 06:00,424031,4,580,E,ML,0.395,258,83,1467,0.0337,61.9,0,0,0,0.2,0.5,0.8,499,0.0279,71.2,446,0.0329,69,522,0.0401,49.6
127,01/06/2022 07:00,424031,4,580,E,ML,0.395,360,100,1398,0.0303,69.4,0,0,0,0,0,0,710,0.0409,70.1,532,0.0379,70.6,156,0.0122,62
128,01/06/2022 08:00,424031,4,580,E,ML,0.395,360,100,1493,0.0337,68.4,0,0,0,0,0,0,724,0.0417,70.4,587,0.0439,68.3,182,0.0155,60.6
129,01/06/2022 09:00,424031,4,580,E,ML,0.395,360,100,1556,0.0362,67.7,0,0,0,0,0,0,692,0.0402,70.2,689,0.0525,67.1,175,0.0158,59.9
130,01/06/2022 10:00,424031,4,580,E,ML,0.395,357,100,1591,0.039,61.7,0,0,0,0,0.1,0.5,717,0.0427,68.7,699,0.0576,55.3,175,0.0166,57.9
131,01/06/2022 11:00,424031,4,580,E,ML,0.395,360,100,1751,0.0409,61.6,0,0,0,0,0,0.4,828,0.049,67,754,0.0598,55.8,169,0.0138,60.8
132,01/06/2022 12:00,424031,4,580,E,ML,0.395,359,100,1855,0.043,61.7,0,0,0,0,0,0.3,848,0.0505,66.2,776,0.0605,57,231,0.0179,60.9
133,01/06/2022 13:00,424031,4,580,E,ML,0.395,360,100,2145,0.049,62.6,0,0,0,0,0,0.3,1007,0.0596,66.8,835,0.065,57.8,303,0.0225,61.4
134,01/06/2022 14:00,424031,4,580,E,ML,0.395,357,100,2568,0.0559,65.7,0,0,0,0,0,0.1,934,0.0518,70.7,952,0.066,63.4,682,0.0499,61.7
135,01/06/2022 15:00,424031,4,580,E,ML,0.395,360,100,3390,0.0761,63.8,0,0,0,0,0,0.1,1252,0.0746,66.5,1139,0.0788,64.1,999,0.0749,60
136,01/06/2022 16:00,424031,4,580,E,ML,0.395,360,100,3711,0.083,64,0,0,0,0,0,0.2,1440,0.0851,66.7,1223,0.0834,65,1048,0.0803,59
137,01/06/2022 17:00,424031,4,580,E,ML,0.395,360,100,3536,0.084,60.9,0,0,0,0,0.1,0.6,1303,0.0807,64.2,1128,0.0809,62,1105,0.0903,55.7
138,01/06/2022 18:00,424031,4,580,E,ML,0.395,357,100,2492,0.0553,64.2,0,0,0,0,0,0.1,933,0.0554,66.4,882,0.0602,65,677,0.0505,60
139,01/06/2022 19:00,424031,4,580,E,ML,0.395,359,100,1455,0.0323,67.1,0,0,0,0,0,0,614,0.0361,70.3,595,0.0427,65.8,246,0.0182,62.2
140,01/06/2022 20:00,424031,4,580,E,ML,0.395,358,100,1006,0.0223,67.3,0,0,0,0,0,0,408,0.0231,71.9,452,0.0337,64.4,146,0.01,63
141,01/06/2022 21:00,424031,4,580,E,ML,0.395,359,100,788,0.0172,68.1,0,0,0,0,0,0,364,0.021,70.5,332,0.0242,67.1,92,0.0064,62.6
142,01/06/2022 22:00,424031,4,580,E,ML,0.395,357,100,576,0.0132,68.1,0,0,0,0,0,0,267,0.0156,70.7,236,0.0182,66.8,73,0.0058,62.3
143,01/06/2022 23:00,424031,4,580,E,ML,0.395,360,100,372,0.0083,69.1,0,0,0,0,0,0,142,0.0081,71.6,186,0.0134,68.7,44,0.0034,62.6
144,01/07/2022 00:00,424031,4,580,E,ML,0.395,360,100,197,0.005,68.3,0,0,0,0,0,0,71,0.0041,71.8,109,0.0093,66.8,17,0.0017,62.5
145,01/07/2022 01:00,424031,4,580,E,ML,0.395,360,100,155,0.0042,69.5,0,0,0,0,0,0,56,0.0033,71.8,91,0.0085,68.7,8,0.0008,62.8
146,01/07/2022 02:00,424031,4,580,E,ML,0.395,356,100,141,0.0041,69,0,0,0,0,0,0,49,0.003,71.8,79,0.0078,68.4,13,0.0014,62.3
