nan,931.773496432212
0,0.0
nan,931.773496432212
0,0.0
1122,1122.0
nan,931.773496432212
nan,931.773496432212
1131,1131.0
909,909.0
nan,931.773496432212
1131,1131.0
nan,931.773496432212
nan,931.773496432212
1616,1616.0
nan,931.773496432212
1433,1433.0
1083,1083.0
710,710.0
589,589.0
nan,931.773496432212
337,337.0
222,222.0
nan,931.773496432212
69,69.0
92,92.0
164,164.0
nan,931.773496432212
1012,1012.0
1247,1247.0
1398,1398.0
1370,1370.0
nan,931.773496432212
1033,1033.0
nan,931.773496432212
1138,1138.0
nan,931.773496432212
1420,1420.0
1575,1575.0
1610,1610.0
1534,1534.0
998,998.0
733,733.0
608,608.0
437,437.0
354,354.0
247,247.0
139,139.0
nan,931.773496432212
nan,931.773496432212
160,160.0
nan,931.773496432212
1013,1013.0
nan,931.773496432212
1458,1458.0
1264,1264.0
1108,1108.0
nan,931.773496432212
1100,1100.0
nan,931.773496432212
nan,931.773496432212
1325,1325.0
nan,931.773496432212
nan,931.773496432212
1562,1562.0
nan,931.773496432212
nan,931.773496432212
nan,931.773496432212
471,471.0
394,394.0
226,226.0
124,124.0
nan,931.773496432212
nan,931.773496432212
143,143.0
404,404.0
904,904.0
nan,931.773496432212
nan,931.773496432212
nan,931.773496432212
1147,1147.0
1150,1150.0
1069,1069.0
nan,931.773496432212
1320,1320.0
1433,1433.0
1583,1583.0
1509,1509.0
1434,1434.0
nan,931.773496432212
734,734.0
628,628.0
nan,931.773496432212
497,497.0
nan,931.773496432212
189,189.0
nan,931.773496432212
124,124.0
66,66.0
169,169.0
254,254.0
nan,931.773496432212
503,503.0
nan,931.773496432212
879,879.0
nan,931.773496432212
1248,1248.0
1423,1423.0
nan,931.773496432212
1403,1403.0
1437,1437.0
nan,931.773496432212
1389,1389.0
1214,1214.0
nan,931.773496432212
nan,931.773496432212
nan,931.773496432212
626,626.0
371,371.0
nan,931.773496432212
80,80.0
100,100.0
70,70.0
nan,931.773496432212
150,150.0
146,146.0
nan,931.773496432212
386,386.0
nan,931.773496432212
878,878.0
1114,1114.0
1249,1249.0
nan,931.773496432212
nan,931.773496432212
1298,1298.0
1318,1318.0
1034,1034.0
940,940.0
813,813.0
870,870.0
711,711.0
nan,931.773496432212
nan,931.773496432212
nan,931.773496432212
nan,931.773496432212
71,71.0
167,167.0
380,380.0
nan,931.773496432212
1212,1212.0
nan,931.773496432212
1356,1356.0
1146,1146.0
989,989.0
1031,1031.0
nan,931.773496432212
1272,1272.0
1457,1457.0
nan,931.773496432212
1399,1399.0
nan,931.773496432212
986,986.0
684,684.0
571,571.0
nan,931.773496432212
282,282.0
nan,931.773496432212
147,147.0
68,68.0
77,77.0
156,156.0
