10,nan,#VALUE!
9,nan,#VALUE!
7,nan,#VALUE!
7,nan,#VALUE!
6,nan,#VALUE!
4,nan,#VALUE!
2,nan,#VALUE!
5,nan,#VALUE!
5,nan,#VALUE!
6,nan,#VALUE!
6,5.080888656,0.153185224
3,6.459554072,-1.153184691
10,7.045166178,0.295483382
12,9.5987223,0.200106475
14,11.91738026,0.148758553
11,13.04457973,-0.185870884
14,13.01209617,0.070564559
14,13.79874436,0.014375403
14,13.48061769,0.037098736
13,14.77639555,-0.136645812
19,14.35347147,0.244554133
9,15.48670696,-0.720745217
16,14.50416086,0.093489946
21,15.51298345,0.261286502
17,17.19434141,-0.011431847
25,18.54965807,0.258013677
10,21.22517665,-1.122517665
19,17.89734116,0.058034676
19,18.94312595,0.002993371
15,18.54078199,-0.236052133
17,17.6555585,-0.038562264
19,17.33764244,0.087492503
16,18.08986635,-0.130616647
21,18.25711031,0.130613795
23,19.54588323,0.15017899
28,21.64404465,0.226998405
31,24.3278281,0.215231351
33,27.29829691,0.172778882
50,29.73616181,0.405276764
22,36.08322037,-0.640146381
38,31.95739692,0.159015871
27,33.62007443,-0.245187942
24,29.84634631,-0.243597763
15,27.79827294,-0.853218196
39,24.09288981,0.382233595
17,27.8035306,-0.6355018
13,24.38395676,-0.875688981
30,22.52126737,0.249291088
22,23.9536905,-0.088804114
18,22.39516483,-0.244175824
20,23.1779715,-0.158898575
20,22.36538446,-0.118269223
19,22.04413726,-0.160217751
20,21.8604958,-0.09302479
18,22.23202253,-0.235112363
25,23.27457039,0.069017184
26,25.71458312,0.010977572
32,27.96334729,0.126145397
39,31.26912282,0.19822762
47,34.92066427,0.257007143
34,40.12876646,-0.180257837
51,39.32163289,0.22898759
77,42.69356827,0.445538074
52,50.44394622,0.029924111
46,51.08258112,-0.110490894
35,47.70997753,-0.363142215
40,41.98059999,-0.049515
35,38.74079089,-0.10687974
38,36.44918164,0.040811009
44,35.14561998,0.20123591
37,34.93864328,0.055712344
17,34.86249027,-1.050734722
27,29.49151685,-0.092278402
22,28.33220549,-0.287827522
34,26.50900299,0.220323441
29,28.6943426,0.01053991
26,28.39077243,-0.091952786
27,28.4904122,-0.055200452
26,28.44636314,-0.09409089
12,28.79949785,-1.399958155
28,26.94688336,0.037611309
36,31.17717568,0.133967342
22,33.86653156,-0.539387798
47,33.45866166,0.288113582
51,40.36878714,0.208455154
29,43.77662069,-0.509538645
59,43.09674417,0.269546709
54,48.52634858,0.101363915
51,49.34866947,0.03237903
32,50.57123585,-0.58035112
25,44.3578147,-0.774312588
41,37.58075384,0.083396248
37,37.17316291,-0.004680079
