931.7734964,
,
931.7734964,
,
,
289.2265036,
423.2265036,
,
,
106.2265036,
,
365.2265036,
498.2265036,
,
388.2265036,
,
,
,
,
462.7734964,
,
,
803.7734964,
,
,
,
459.7734964,
,
,
,
,
173.2265036,
,
242.7734964,
,
341.2265036,
,
,
,
,
,
,
,
,
,
,
,
841.7734964,
834.7734964,
,
469.7734964,
,
47.77349643,
,
,
,
109.2265036,
,
296.2265036,
267.2265036,
,
586.2265036,
588.2265036,
,
25.22650357,
250.7734964,
323.7734964,
,
,
,
,
859.7734964,
840.7734964,
,
,
,
161.2265036,
405.2265036,
382.2265036,
,
,
,
346.2265036,
,
,
,
,
,
169.2265036,
,
,
360.7734964,
,
692.7734964,
,
799.7734964,
,
,
,
,
558.7734964,
,
276.7734964,
,
154.2265036,
,
,
539.2265036,
,
,
534.2265036,
,
,
17.22650357,
169.7734964,
174.7734964,
,
,
722.7734964,
,
,
,
848.7734964,
,
,
656.7734964,
,
241.7734964,
,
,
,
379.2265036,
362.2265036,
,
,
,
,
,
,
,
487.7734964,
708.7734964,
808.7734964,
857.7734964,
,
,
,
32.22650357,
,
476.2265036,
,
,
,
,
183.2265036,
,
,
528.2265036,
,
575.2265036,
,
,
,
500.7734964,
,
729.7734964,
,
,
,
,
,
,
289.2265036,
439.2265036,
445.2265036,
,
,
,
173.2265036,
351.2265036,
573.2265036,
,
,
,
166.2265036,
224.7734964,
368.7734964,
,
,
912.7734964,
,
,
881.7734964,
776.7734964,
,
104.2265036,
,
442.2265036,
397.2265036,
,
184.2265036,
179.2265036,
,
,
,
,
,
,
,
255.7734964,
,
463.7734964,
596.7734964,
,
775.7734964,
840.7734964,
,
784.7734964,
448.7734964,
152.2265036,
,
,
,
,
138.2265036,
,
310.2265036,
346.2265036,
598.2265036,
,
650.2265036,
669.2265036,
134.2265036,
,
,
,
,
,
,
,
,
,
,
,
215.2265036,
,
,
,
191.2265036,
,
451.2265036,
,
,
564.2265036,
,
,
,
37.77349643,
,
277.7734964,
,
,
,
765.7734964,
,
,
,
654.7734964,
547.7734964,
,
,
77.22650357,
331.2265036,
,
,
,
540.2265036,
553.2265036,
482.2265036,
,
,
85.22650357,
,
,
,
518.7734964,
,
,
,
851.7734964,
842.7734964,
,
,
,
,
198.7734964,
,
215.2265036,
,
463.2265036,
,
,
203.2265036,
,
,
,
109.7734964,
,
473.7734964,
596.7734964,
728.7734964,
,
,
,
668.7734964,
371.7734964,
,
,
,
,
,
340.2265036,
370.2265036,
,
,
580.2265036,
,
501.2265036,
,
,
,
370.7734964,
,
664.7734964,
,
,
,
,
,
127.2265036,
,
,
,
283.2265036,
,
223.2265036,
,
62.22650357,
557.2265036,
630.2265036,
,
,
152.2265036,
164.7734964,
369.7734964,
,
490.7734964,
672.7734964,
,
859.7734964,
,
780.7734964,
,
111.2265036,
,
,
,
271.2265036,
,
112.2265036,
251.2265036,
,
,
,
,
,
209.2265036,
173.7734964,
,
,
588.7734964,
722.7734964,
,
,
833.7734964,
,
,
132.2265036,
427.2265036,
,
559.2265036,
,
,
,
208.2265036,
,
549.2265036,
,
,
605.2265036,
,
,
301.7734964,
454.7734964,
,
,
782.7734964,
839.7734964,
841.7734964,
782.7734964,
478.7734964,
59.22650357,
300.2265036,
,
,
251.2265036,
,
260.2265036,
407.2265036,
,
,
,
,
624.2265036,
,
,
95.77349643,
303.7734964,
,
453.7734964,
687.7734964,
754.7734964,
,
,
756.7734964,
620.7734964,
,
,
,
,
331.2265036,
,
,
621.2265036,
634.2265036,
,
697.2265036,
,
273.2265036,
,
,
,
,
,
,
786.7734964,
,
,
,
,
703.7734964,
,
,
198.7734964,
112.2265036,
,
,
473.2265036,
,
598.2265036,
,
,
,
,
62.22650357,
,
,
,
,
844.7734964,
856.7734964,
,
,
,
405.2265036,
557.2265036,
377.2265036,
,
,
,
,
,
,
,
626.2265036,
689.2265036,
233.2265036,
,
329.7734964,
,
595.7734964,
,
,
849.7734964,
828.7734964,
,
,
152.2265036,
,
664.2265036,
,
,
,
24.77349643,
,
,
601.2265036,
,
,
,
,
154.7734964,
,
382.7734964,
,
,
,
,
846.7734964,
774.7734964,
,
,
,
607.2265036,
566.2265036,
394.2265036,
,
,
,
474.2265036,
625.2265036,
722.2265036,
,
,
358.2265036,
,
,
371.7734964,
,
,
,
843.7734964,
834.7734964,
751.7734964,
419.7734964,
,
,
,
,
491.7734964,
,
,
79.22650357,
,
623.2265036,
,
427.2265036,
,
206.7734964,
,
346.7734964,
,
,
,
826.7734964,
,
508.7734964,
,
389.2265036,
,
,
337.2265036,
362.2265036,
,
509.2265036,
,
,
607.2265036,
494.2265036,
612.2265036,
640.2265036,
63.22650357,
,
,
295.7734964,
,
647.7734964,
747.7734964,
,
785.7734964,
,
,
542.7734964,
,
115.7734964,
139.2265036,
424.2265036,
545.2265036,
731.2265036,
,
,
,
667.2265036,
715.2265036,
596.2265036,
337.2265036,
,
69.22650357,
,
354.7734964,
,
762.7734964,
784.7734964,
,
,
,
,
,
445.7734964,
88.77349643,
,
,
,
,
811.2265036,
