,,>0,
3689,3689,0,
3648,3648,0,
3122,3122,0,
2954,2954,0,
2690,2690,0,
2056,2056,0,
1375,1375,0,
1431.983134,927,0.544749875,
1481.933553,849,0.745504774,
459,459,0,
1009,1009,0,
1401,1401,0,
2280,2280,0,
3132,3132,0,
1358,1358,0,
1379,1379,0,
1532,1532,0,
2524,2524,0,
2439.03553,2127,0.146702177,
1873,1873,0,
1948,1948,0,
2196,2196,0,
1616,1616,0,
4567,4567,0,
3998,3998,0,
3884,3884,0,
2647,2647,0,
1781,1781,0,
1335,1335,0,
909,909,0,
1024.362263,909,0.126911181,
450,450,0,
591,591,0,
745.6774768,515,0.447917431,
513,513,0,
600,600,0,
868,868,0,
1287,1287,0,
1766,1766,0,
2257,2257,0,
2143,2143,0,
2220,2220,0,
2160,2160,0,
2369,2369,0,
2405,2405,0,
2798,2798,0,
3184,3184,0,
3520,3520,0,
3919,3919,0,
3966,3966,0,
3287,3287,0,
2458,2458,0,
2381.255889,1912,0.24542672,
1379,1379,0,
1197,1197,0,
824,824,0,
623,623,0,
532,532,0,
522,522,0,
611,611,0,
875,875,0,
1366,1366,0,
1747,1747,0,
2185,2185,0,
2103,2103,0,
2262,2262,0,
2288,2288,0,
2367,2367,0,
2584,2584,0,
2964,2964,0,
3250,3250,0,
3669,3669,0,
3442.689261,3691,0.067274652,
4059,4059,0,
3784.944712,3464,0.092651476,
2474,2474,0,
2395.496525,2009,0.192382541,
1466,1466,0,
1114,1114,0,
836,836,0,
533,533,0,
302,302,0,
200,200,0,
825,825,0,
2792,2792,0,
2614,2614,0,
1667,1667,0,
1488,1488,0,
1852,1852,0,
2201,2201,0,
1680,1680,0,
1851,1851,0,
1850,1850,0,
2415,2415,0,
2343.522216,3219,0.271971974,
3846,3846,0,
4042,4042,0,
3935,3935,0,
3675.696059,3395,0.082679252,
1980,1980,0,
1668,1668,0,
1116,1116,0,
1174,1174,0,
640,640,0,
644,644,0,
562,562,0,
529,529,0,
612,612,0,
764.0886997,865,0.116660463,
1255,1255,0,
1716,1716,0,
2081,2081,0,
2261,2261,0,
2429,2429,0,
2432,2432,0,
2358.449509,2730,0.136099081,
2294.031204,2866,0.19957041,
3138,3138,0,
3467,3467,0,
3692,3692,0,
3899,3899,0,
3873,3873,0,
3327,3327,0,
2439,2439,0,
2454,2454,0,
1558,1558,0,
1558,1558,0,
1066,1066,0,
1335,1335,0,
2104,2104,0,
2603,2603,0,
2498,2498,0,
2909,2909,0,
2300,2300,0,
2243.132095,1009,1.223123979,
1196,1196,0,
1607,1607,0,
3304,3304,0,
2425,2425,0,
2193,2193,0,
2149.3317,2378,0.096159924,
2556,2556,0,
2919,2919,0,
3205,3205,0,
3643,3643,0,
3419.720946,3725,0.081954109,
3227,3227,0,
2354,2354,0,
2503,2503,0,
1865,1865,0,
1581,1581,0,
2066,2066,0,
1013,1013,0,
844,844,0,
684,684,0,
621,621,0,
661,661,0,
712,712,0,
869,869,0,
1205,1205,0,
1765,1765,0,
2262,2262,0,
2806,2806,0,
3007,3007,0,
3211,3211,0,
3146,3146,0,
3222,3222,0,
3039,3039,0,
2769,2769,0,
2967,2967,0,
2492,2492,0,
2362,2362,0,
2097,2097,0,
1565,1565,0,
1239,1239,0,
914,914,0,
1029.20976,665,0.54768385,
584,584,0,
534,534,0,
696.1339782,596,0.16801003,
919,919,0,
1308,1308,0,
1714,1714,0,
2020,2020,0,
1896,1896,0,
2214,2214,0,
2365,2365,0,
2199,2199,0,
2052,2052,0,
2422,2422,0,
2817,2817,0,
2696.267627,3857,0.300941761,
3930,3930,0,
3852,3852,0,
2837,2837,0,
1880,1880,0,
1466,1466,0,
1512.842359,1002,0.509822713,
1553.867894,728,1.134433921,
470,470,0,
268,268,0,
193,193,0,
160,160,0,
248,248,0,
497,497,0,
1611,1611,0,
2429,2429,0,
2178,2178,0,
1588,1588,0,
1665,1665,0,
1602,1602,0,
1706,1706,0,
1722.876063,1804,0.044968923,
2282,2282,0,
3066,3066,0,
3716,3716,0,
3926,3926,0,
4068,4068,0,
3145,3145,0,
1971,1971,0,
1434,1434,0,
940,940,0,
1052.001657,725,0.451036768,
423,423,0,
526,526,0,
966,966,0,
723,723,0,
688,688,0,
1113,1113,0,
1288,1288,0,
1663,1663,0,
2333,2333,0,
2105,2105,0,
2225,2225,0,
2193,2193,0,
2315,2315,0,
2515,2515,0,
2990,2990,0,
3253,3253,0,
3517,3517,0,
4083,4083,0,
3891,3891,0,
3313,3313,0,
2539,2539,0,
2095,2095,0,
1321,1321,0,
1218,1218,0,
1295.502988,874,0.482268865,
620,620,0,
2028,2028,0,
2030,2030,0,
419,419,0,
649,649,0,
1146,1146,0,
1995,1995,0,
3544,3544,0,
2905,2905,0,
2326,2326,0,
1835,1835,0,
1851,1851,0,
1967,1967,0,
2373,2373,0,
3201,3201,0,
3788,3788,0,
4086,4086,0,
4208,4208,0,
3298,3298,0,
2483,2483,0,
1579,1579,0,
905,905,0,
1038,1038,0,
533,533,0,
268,268,0,
202,202,0,
190,190,0,
302,302,0,
1999,1999,0,
1979.734973,1199,0.651155107,
1490,1490,0,
2693,2693,0,
2336,2336,0,
1693,1693,0,
1806,1806,0,
1810.736105,1938,0.065667644,
1133,1133,0,
1756,1756,0,
3436,3436,0,
3855,3855,0,
3418,3418,0,
4633,4633,0,
3260,3260,0,
2439,2439,0,
1704,1704,0,
1072,1072,0,
1071,1071,0,
810,810,0,
938.9252536,443,1.119470098,
270,270,0,
255,255,0,
179,179,0,
326,326,0,
458,458,0,
832,832,0,
1972,1972,0,
1956.012579,1931,0.012953174,
1809,1809,0,
2204,2204,0,
2387,2387,0,
2594,2594,0,
2687,2687,0,
3117,3117,0,
3185,3185,0,
3494,3494,0,
3480,3480,0,
3174,3174,0,
2508,2508,0,
2112,2112,0,
1601,1601,0,
1326,1326,0,
952,952,0,
605,605,0,
329,329,0,
517.281323,263,0.966849137,
233,233,0,
254,254,0,
451.3259358,1596,0.717214326,
1525,1525,0,
1594,1594,0,
2321,2321,0,
1758,1758,0,
2168,2168,0,
2758,2758,0,
2715,2715,0,
2994,2994,0,
3067,3067,0,
3587,3587,0,
3359,3359,0,
3213,3213,0,
3043.22033,2704,0.125451306,
2250,2250,0,
1891,1891,0,
1435,1435,0,
903,903,0,
516,516,0,
355,355,0,
1514,1514,0,
427,427,0,
508,508,0,
848,848,0,
1189,1189,0,
2148,2148,0,
2110.196699,2968,0.289017285,
2534,2534,0,
2427,2427,0,
1746,1746,0,
1794,1794,0,
1930,1930,0,
2324,2324,0,
2763,2763,0,
3718,3718,0,
3849,3849,0,
3270,3270,0,
3166,3166,0,
1865,1865,0,
1373,1373,0,
868,868,0,
528,528,0,
387,387,0,
230,230,0,
1374,1374,0,
858,858,0,
513,513,0,
636,636,0,
1180,1180,0,
2039,2039,0,
3454,3454,0,
2387,2387,0,
2120,2120,0,
1717,1717,0,
1702,1702,0,
2057,2057,0,
2250,2250,0,
2960,2960,0,
3951,3951,0,
4103,4103,0,
3822.434504,3856,0.008704745,
2983,2983,0,
1959,1959,0,
1351,1351,0,
876,876,0,
703,703,0,
845.1869132,435,0.942958421,
265,265,0,
232,232,0,
912,912,0,
1028.035915,474,1.168852141,
758,758,0,
1627,1627,0,
1772,1772,0,
2023,2023,0,
3244,3244,0,
1987,1987,0,
1969.215255,1600,0.230759534,
1734,1734,0,
1850,1850,0,
2456,2456,0,
3027,3027,0,
3762,3762,0,
3523.326173,4108,0.142325664,
4132,4132,0,
3290,3290,0,
2015,2015,0,
1993.90135,1445,0.379862526,
932,932,0,
772,772,0,
441,441,0,
270,270,0,
171,171,0,
160,160,0,
243,243,0,
873,873,0,
1239,1239,0,
1852,1852,0,
1851.009393,1657,0.117084727,
2096,2096,0,
1491,1491,0,
1534.987288,1716,0.105485263,
1803,1803,0,
1956,1956,0,
2404,2404,0,
3176,3176,0,
3942,3942,0,
4213,4213,0,
4153,4153,0,
3434,3434,0,
3236.570848,2239,0.445543032,
1469,1469,0,
909,909,0,
889,889,0,
490,490,0,
262,262,0,
194,194,0,
185,185,0,
275,275,0,
1526,1526,0,
1148,1148,0,
1564,1564,0,
1692,1692,0,
1710.926812,2319,0.262213535,
1781,1781,0,
1914,1914,0,
2007,2007,0,
2291,2291,0,
2490,2490,0,
3421,3421,0,
3659,3659,0,
3981,3981,0,
3942,3942,0,
3200,3200,0,
2314,2314,0,
1718,1718,0,
918,918,0,
998,998,0,
885,885,0,
508,508,0,
319,319,0,
856,856,0,
621,621,0,
546,546,0,
597,597,0,
765,765,0,
1300,1300,0,
1543,1543,0,
1580.377496,2689,0.412280589,
2204,2204,0,
2104,2104,0,
2406,2406,0,
2381,2381,0,
2692,2692,0,
2999,2999,0,
3363,3363,0,
3281,3281,0,
3036,3036,0,
2448,2448,0,
1911,1911,0,
1533,1533,0,
1341,1341,0,
1797,1797,0,
1802.948497,2046,0.118793501,
887,887,0,
573,573,0,
516,516,0,
532,532,0,
650,650,0,
1049,1049,0,
1588,1588,0,
2143,2143,0,
2177,2177,0,
2128,2128,0,
2610,2610,0,
2611,2611,0,
2752,2752,0,
2987,2987,0,
2845.164852,3077,0.07534454,
3103,3103,0,
3056,3056,0,
2822,2822,0,
2538,2538,0,
2001,2001,0,
1275,1275,0,
1022,1022,0,
1652,1652,0,
433,433,0,
500,500,0,
315,315,0,
461,461,0,
900,900,0,
1244,1244,0,
2315,2315,0,
2946,2946,0,
2421,2421,0,
2390,2390,0,
1544,1544,0,
1581.324174,1762,0.102540196,
1963,1963,0,
2363,2363,0,
2929,2929,0,
3487,3487,0,
3912,3912,0,
3743,3743,0,
2711,2711,0,
1645,1645,0,
1365,1365,0,
852,852,0,
581,581,0,
395,395,0,
696,696,0,
476,476,0,
350,350,0,
1091,1091,0,
2125,2125,0,
3013,3013,0,
3416,3416,0,
2075,2075,0,
1871,1871,0,
2679,2679,0,
2379,2379,0,
1735,1735,0,
1828,1828,0,
2248,2248,0,
2886,2886,0,
3727,3727,0,
3900,3900,0,
3021,3021,0,
3659,3659,0,
1732,1732,0,
1746.212151,1507,0.158734008,
889,889,0,
771,771,0,
1593,1593,0,
574,574,0,
525,525,0,
494,494,0,
559,559,0,
888,888,0,
1321,1321,0,
1386.262989,1765,0.214581876,
2013,2013,0,
2016,2016,0,
1994.640146,2226,0.103935245,
2277,2277,0,
2472,2472,0,
2472,2472,0,
2393.846332,2906,0.176240078,
3039,3039,0,
3735,3735,0,
4046,4046,0,
3826,3826,0,
3359,3359,0,
2403,2403,0,
2199,2199,0,
1391,1391,0,
1137,1137,0,
872,872,0,
727,727,0,
1247,1247,0,
650,650,0,
282,282,0,
681,681,0,
1329,1329,0,
1394,1394,0,
3009,3009,0,
2382,2382,0,
2324,2324,0,
1658,1658,0,
1876,1876,0,
1930,1930,0,
2414,2414,0,
3270,3270,0,
3888,3888,0,
3981,3981,0,
4095,4095,0,
3490,3490,0,
1949,1949,0,
1798,1798,0,
1155,1155,0,
917,917,0,
544,544,0,
728,728,0,
470,470,0,
410,410,0,
403,403,0,
1130,1130,0,
2843,2843,0,
2020,2020,0,
1403,1403,0,
2257,2257,0,
2355,2355,0,
1931,1931,0,
2092,2092,0,
2302,2302,0,
2748,2748,0,
3369,3369,0,
3917,3917,0,
4116,4116,0,
4206,4206,0,
3622,3622,0,
2519,2519,0,
1836,1836,0,
1314,1314,0,
1007,1007,0,
1507,1507,0,
1549.466595,829,0.869079125,
684,684,0,
628,628,0,
613,613,0,
717,717,0,
863,863,0,
1209,1209,0,
1623,1623,0,
2115,2115,0,
2348,2348,0,
2591,2591,0,
2898,2898,0,
2898,2898,0,
3319,3319,0,
3315,3315,0,
3685,3685,0,
3876,3876,0,
4044,4044,0,
3943,3943,0,
3682.961736,3636,0.012915769,
2737,2737,0,
2372,2372,0,
2050,2050,0,
1403,1403,0,
806,806,0,
2244,2244,0,
2393,2393,0,
1599,1599,0,
582,582,0,
367,367,0,
506,506,0,
686,686,0,
1163,1163,0,
1248.307673,3055,0.591388651,
1322.982569,2667,0.503943544,
2507,2507,0,
2611,2611,0,
2821,2821,0,
2928,2928,0,
3215,3215,0,
3654,3654,0,
3700,3700,0,
2864,2864,0,
2498,2498,0,
1848,1848,0,
1982,1982,0,
1216,1216,0,
2489,2489,0,
1124,1124,0,
358,358,0,
543.8577847,155,2.508759901,
201,201,0,
447,447,0,
795,795,0,
926.2452855,1225,0.2438814,
2529,2529,0,
1712,1712,0,
2950,2950,0,
2336,2336,0,
1987,1987,0,
2161,2161,0,
2318,2318,0,
3228,3228,0,
3747,3747,0,
4334,4334,0,
4036,4036,0,
2965,2965,0,
1805,1805,0,
1319,1319,0,
928,928,0,
659,659,0,
386,386,0,
242,242,0,
544,544,0,
417,417,0,
562,562,0,
1124,1124,0,
1940,1940,0,
3315,3315,0,
3306,3306,0,
3276,3276,0,
3098.027657,2232,0.388005223,
2448,2448,0,
1691,1691,0,
2042,2042,0,
2156,2156,0,
2671,2671,0,
3677,3677,0,
4087,4087,0,
3858,3858,0,
2964,2964,0,
1791,1791,0,
1285,1285,0,
924,924,0,
1091,1091,0,
1185.791447,867,0.367694864,
340,340,0,
511,511,0,
628,628,0,
761,761,0,
896.7841044,1779,0.495905506,
3022,3022,0,
3465,3465,0,
3638,3638,0,
3502,3502,0,
2690,2690,0,
2373,2373,0,
1830,1830,0,
2081,2081,0,
2299,2299,0,
2912,2912,0,
3653,3653,0,
4074,4074,0,
3938,3938,0,
3141,3141,0,
1997,1997,0,
1376,1376,0,
1168,1168,0,
1369,1369,0,
1270,1270,0,
639,639,0,
790.3922128,563,0.403893806,
538,538,0,
602,602,0,
898,898,0,
1323,1323,0,
1773,1773,0,
2077,2077,0,
2137,2137,0,
2266,2266,0,
2214.12404,2178,0.016585877,
2168.733728,2497,0.131464266,
2517,2517,0,
2930,2930,0,
3189,3189,0,
3763,3763,0,
4091,4091,0,
4007,4007,0,
3567,3567,0,
2486,2486,0,
2181,2181,0,
1511,1511,0,
1246,1246,0,
868,868,0,
1022,1022,0,
1734,1734,0,
2369,2369,0,
1619,1619,0,
1512,1512,0,
1038,1038,0,
1053,1053,0,
1221,1221,0,
1374,1374,0,
1630,1630,0,
3012,3012,0,
2949,2949,0,
2322,2322,0,
2702,2702,0,
3431,3431,0,
3777,3777,0,
4011,4011,0,
3742.171112,4112,0.089938932,
3291,3291,0,
2145,2145,0,
2108.625178,1883,0.119822187,
1611,1611,0,
1093,1093,0,
1424,1424,0,
829,829,0,
642,642,0,
576,576,0,
571,571,0,
718,718,0,
882,882,0,
1253,1253,0,
1642,1642,0,
2076,2076,0,
2376,2376,0,
2782,2782,0,
2773,2773,0,
3068,3068,0,
3126,3126,0,
3447,3447,0,
3404,3404,0,
3755,3755,0,
3674,3674,0,
3318,3318,0,
2629,2629,0,
2326,2326,0,
2028,2028,0,
1956,1956,0,
1356,1356,0,
994,994,0,
746,746,0,
680,680,0,
602,602,0,
621,621,0,
742,742,0,
1042,1042,0,
1341,1341,0,
1404.726833,1747,0.195920531,
1460.516161,2257,0.352894922,
2845,2845,0,
3264,3264,0,
3356,3356,0,
3640,3640,0,
3469,3469,0,
3639,3639,0,
3514,3514,0,
3584,3584,0,
3331,3331,0,
2776,2776,0,
2331,2331,0,
1834,1834,0,
1342,1342,0,
976,976,0,
672,672,0,
554,554,0,
532,532,0,
586,586,0,
923,923,0,
1319,1319,0,
1692,1692,0,
2024,2024,0,
2002.899311,2151,0.068852017,
2208,2208,0,
2229,2229,0,
2497,2497,0,
2640,2640,0,
2757,2757,0,
3069,3069,0,
1302,1302,0,
1370.714462,312,3.393315583,
312,312,0,
312,312,0,
312,312,0,
312,312,0,
312,312,0,
312,312,0,
312,312,0,
324,324,0,
324,324,0,
324,324,0,
324,324,0,
513.362669,324,0.584452682,
666,666,0,
1703,1703,0,
2032,2032,0,
2082,2082,0,
2099,2099,0,
2006,2006,0,
1986.884145,2242,0.113789409,
2295,2295,0,
2869,2869,0,
3164,3164,0,
3807,3807,0,
3564.992196,4056,0.121057151,
3972,3972,0,
3057,3057,0,
2088,2088,0,
1666,1666,0,
1101,1101,0,
898,898,0,
694,694,0,
498,498,0,
476,476,0,
477,477,0,
534,534,0,
884,884,0,
1271,1271,0,
1666,1666,0,
2026,2026,0,
2053,2053,0,
2090,2090,0,
2168,2168,0,
1945,1945,0,
1941,1941,0,
2411,2411,0,
2987,2987,0,
3707,3707,0,
4078,4078,0,
3803.005331,3994,0.047820398,
3562.030604,3216,0.107596581,
2106,2106,0,
1475,1475,0,
999,999,0,
1104.787683,1089,0.014497413,
869,869,0,
557,557,0,
1184,1184,0,
624,624,0,
271,271,0,
692,692,0,
1198,1198,0,
1662,1662,0,
2915,2915,0,
2783.367586,2517,0.105827408,
1770,1770,0,
1701,1701,0,
1872,1872,0,
1965,1965,0,
2562,2562,0,
3305,3305,0,
3863,3863,0,
4150,4150,0,
3986,3986,0,
3413,3413,0,
2177,2177,0,
1562,1562,0,
978,978,0,
920,920,0,
515,515,0,
482,482,0,
651.6802797,340,0.916706705,
312,312,0,
387,387,0,
568.2289728,1519,0.625919044,
1267,1267,0,
1386,1386,0,
1559,1559,0,
1998,1998,0,
1766,1766,0,
1887,1887,0,
2061,2061,0,
2134,2134,0,
2099.125228,2594,0.190776705,
3438,3438,0,
3809,3809,0,
3945,3945,0,
4171,4171,0,
3884.977068,3359,0.156587397,
2406,2406,0,
1770,1770,0,
1150,1150,0,
1030,1030,0,
994,994,0,
472,472,0,
303,303,0,
541,541,0,
400,400,0,
447,447,0,
526,526,0,
820,820,0,
1582,1582,0,
1751,1751,0,
2214,2214,0,
2172,2172,0,
2212,2212,0,
2392,2392,0,
2542,2542,0,
2925,2925,0,
3126,3126,0,
3439,3439,0,
3450,3450,0,
3145,3145,0,
2496,2496,0,
2416.638681,1976,0.222995284,
1583,1583,0,
1364,1364,0,
1366,1366,0,
815,815,0,
898,898,0,
586,586,0,
742.3908655,511,0.452819698,
384,384,0,
569,569,0,
953,953,0,
1284,1284,0,
2032,2032,0,
2216,2216,0,
2124,2124,0,
2577,2577,0,
2631,2631,0,
2862,2862,0,
2737.406171,2979,0.081098969,
3229,3229,0,
3311,3311,0,
3131.203577,3239,0.033280773,
2973.602577,2803,0.06086428,
2345,2345,0,
1856,1856,0,
1855.689999,1370,0.354518248,
978,978,0,
1416,1416,0,
503,503,0,
483,483,0,
652.0055221,217,2.004633743,
325,325,0,
676,676,0,
1008,1008,0,
1112.144171,1847,0.397864553,
2715,2715,0,
1963,1963,0,
2519,2519,0,
1690,1690,0,
1929,1929,0,
2596,2596,0,
2834,2834,0,
3137,3137,0,
3471,3471,0,
3943,3943,0,
3905,3905,0,
3022,3022,0,
1922,1922,0,
1450,1450,0,
983,983,0,
794,794,0,
628,628,0,
527,527,0,
457,457,0,
464,464,0,
542,542,0,
822,822,0,
1330,1330,0,
1744,1744,0,
2136,2136,0,
2106,2106,0,
2074.689772,2122,0.022295112,
2345,2345,0,
2237,2237,0,
2326,2326,0,
2794,2794,0,
2677.844599,2951,0.092563674,
3597,3597,0,
3381.972339,4103,0.175731821,
3871,3871,0,
3199,3199,0,
2245,2245,0,
1669,1669,0,
1342,1342,0,
955,955,0,
781,781,0,
227,227,0,
165,165,0,
157,157,0,
199,199,0,
716,716,0,
1335,1335,0,
1408,1408,0,
1776,1776,0,
1880,1880,0,
2452,2452,0,
1661,1661,0,
1760,1760,0,
1933,1933,0,
2280,2280,0,
3021,3021,0,
2876.918829,3638,0.209203181,
4104,4104,0,
4084,4084,0,
3129,3129,0,
1941,1941,0,
1930.194519,1361,0.418217868,
935,935,0,
758,758,0,
433,433,0,
252,252,0,
215,215,0,
1293,1293,0,
304,304,0,
541,541,0,
1129,1129,0,
1560,1560,0,
1814,1814,0,
3049,3049,0,
2337,2337,0,
1682,1682,0,
1749,1749,0,
1761.736495,1987,0.113368649,
2440,2440,0,
2973,2973,0,
3675,3675,0,
4126,4126,0,
3845.819474,3795,0.013391166,
3295,3295,0,
2098,2098,0,
1408,1408,0,
947,947,0,
765,765,0,
507,507,0,
320,320,0,
769,769,0,
879,879,0,
417,417,0,
497,497,0,
882,882,0,
1637,1637,0,
2086,2086,0,
2057.09791,3467,0.406663424,
2611,2611,0,
1833,1833,0,
2012,2012,0,
2256,2256,0,
2676,2676,0,
3172,3172,0,
3719,3719,0,
3488.896421,3980,0.123392859,
4131,4131,0,
3195,3195,0,
2231,2231,0,
1545,1545,0,
980,980,0,
1049,1049,0,
1148.252479,1346,0.146914949,
625,625,0,
1294,1294,0,
309,309,0,
495,495,0,
543,543,0,
793,793,0,
850,850,0,
1457,1457,0,
2349,2349,0,
2251,2251,0,
2244,2244,0,
2195.606048,2383,0.078637831,
2261,2261,0,
2501,2501,0,
2810,2810,0,
3058,3058,0,
3139,3139,0,
3204,3204,0,
2547,2547,0,
2461.367362,2035,0.209517131,
1433,1433,0,
1367,1367,0,
1075,1075,0,
782,782,0,
534,534,0,
517,517,0,
2799,2799,0,
2794,2794,0,
1748,1748,0,
652,652,0,
768,768,0,
1004,1004,0,
1108.942076,1578,0.297248368,
2009,2009,0,
1906,1906,0,
2447,2447,0,
2501,2501,0,
2571,2571,0,
2720,2720,0,
2870,2870,0,
2870,2870,0,
2628,2628,0,
2532.087141,2348,0.078401679,
1983,1983,0,
1456,1456,0,
1179,1179,0,
746,746,0,
483,483,0,
652.3632289,311,1.097630961,
800.7607053,1068,0.250224059,
279,279,0,
420,420,0,
811,811,0,
839,839,0,
1323,1323,0,
1594,1594,0,
1677,1677,0,
2285,2285,0,
1597,1597,0,
1723,1723,0,
1738.875894,1878,0.074080993,
2030,2030,0,
2621,2621,0,
3454,3454,0,
3924,3924,0,
3668.117998,3666,0.000577741,
2289,2289,0,
1444,1444,0,
1213,1213,0,
953,953,0,
1367,1367,0,
881,881,0,
474,474,0,
366,366,0,
444,444,0,
390,390,0,
547,547,0,
1009,1009,0,
1577,1577,0,
1830,1830,0,
1903,1903,0,
1926,1926,0,
1975,1975,0,
2245,2245,0,
2143,2143,0,
2106.863919,2358,0.106503851,
2533,2533,0,
3260,3260,0,
3458,3458,0,
3364,3364,0,
2642,2642,0,
1600,1600,0,
1157,1157,0,
1197,1197,0,
1132,1132,0,
671,671,0,
816.8925017,961,0.149955773,
1720,1720,0,
1739,1739,0,
973,973,0,
579,579,0,
1385,1385,0,
2630,2630,0,
3688,3688,0,
1593,1593,0,
2620,2620,0,
1774,1774,0,
1702,1702,0,
1828,1828,0,
2291,2291,0,
2891,2891,0,
3548,3548,0,
4077,4077,0,
3758,3758,0,
3242,3242,0,
1815,1815,0,
1678,1678,0,
743,743,0,
736,736,0,
1589,1589,0,
516,516,0,
470,470,0,
466,466,0,
534,534,0,
845,845,0,
1321,1321,0,
1386.818388,1799,0.229117071,
1444.453854,2099,0.311837135,
2120,2120,0,
2359,2359,0,
2255,2255,0,
2204.805289,2420,0.088923434,
2701,2701,0,
2595.437832,2934,0.115392695,
3126,3126,0,
2967.751528,3676,0.192668246,
4048,4048,0,
3982,3982,0,
3513,3513,0,
2472,2472,0,
1770,1770,0,
1448,1448,0,
1129,1129,0,
847,847,0,
480,480,0,
878,878,0,
1118,1118,0,
2707,2707,0,
556,556,0,
1189,1189,0,
1065,1065,0,
1315,1315,0,
2048,2048,0,
2547,2547,0,
1732,1732,0,
2004,2004,0,
2225,2225,0,
2636,2636,0,
3241,3241,0,
3807,3807,0,
4133,4133,0,
3968,3968,0,
3405,3405,0,
2043,2043,0,
2019.331635,1465,0.378383369,
1032,1032,0,
1150,1150,0,
1682,1682,0,
778,778,0,
635,635,0,
599,599,0,
755.0593111,572,0.320033761,
686,686,0,
800,800,0,
930.9432499,1203,0.226148587,
1682,1682,0,
2048,2048,0,
2331,2331,0,
2539,2539,0,
2768,2768,0,
3021,3021,0,
3003,3003,0,
3046,3046,0,
3404,3404,0,
3293,3293,0,
3214,3214,0,
2728,2728,0,
2352,2352,0,
2064,2064,0,
2037.778311,1988,0.025039392,
1555,1555,0,
1219,1219,0,
466,466,0,
344,344,0,
531.5681699,908,0.4145725,
187,187,0,
760,760,0,
622,622,0,
696,696,0,
1166,1166,0,
2033,2033,0,
1865,1865,0,
2114,2114,0,
2305,2305,0,
2475,2475,0,
2692,2692,0,
2587.575263,2755,0.060771229,
3035,3035,0,
3122,3122,0,
2840,2840,0,
2131,2131,0,
2263,2263,0,
1657,1657,0,
1062,1062,0,
874,874,0,
826,826,0,
452,452,0,
259,259,0,
770,770,0,
277,277,0,
472.5145358,794,0.404893532,
1159,1159,0,
1409,1409,0,
2759,2759,0,
2637,2637,0,
1625,1625,0,
1607,1607,0,
1728,1728,0,
1946,1946,0,
2272,2272,0,
2566,2566,0,
3349,3349,0,
3162.866423,3859,0.18039222,
3402,3402,0,
2348,2348,0,
1318,1318,0,
1384.486727,1225,0.130193247,
1113,1113,0,
700,700,0,
843.2991094,996,0.153314147,
1510,1510,0,
2467,2467,0,
1081,1081,0,
339,339,0,
741,741,0,
1164,1164,0,
2300,2300,0,
3605,3605,0,
1814,1814,0,
2968,2968,0,
3474,3474,0,
3418,3418,0,
2123,2123,0,
2050,2050,0,
2553,2553,0,
3104,3104,0,
3403,3403,0,
3345,3345,0,
3057,3057,0,
2906.641819,1920,0.513875947,
1391,1391,0,
1102,1102,0,
2520,2520,0,
1417,1417,0,
525,525,0,
451,451,0,
460,460,0,
502,502,0,
782,782,0,
1341,1341,0,
1404.957622,1741,0.193016874,
2102,2102,0,
2103,2103,0,
2182,2182,0,
2140.700467,2243,0.045608352,
2273,2273,0,
2666,2666,0,
2896,2896,0,
3152,3152,0,
3745,3745,0,
4041,4041,0,
3923,3923,0,
3392,3392,0,
2056,2056,0,
1543,1543,0,
1581.854308,1066,0.483915862,
880,880,0,
675,675,0,
390,390,0,
230,230,0,
220,220,0,
307,307,0,
1404,1404,0,
2193,2193,0,
2508,2508,0,
2567,2567,0,
2477.68327,2190,0.131362224,
1479,1479,0,
1845,1845,0,
1757,1757,0,
1978,1978,0,
1962.318785,2540,0.227433549,
3148,3148,0,
3988,3988,0,
4203,4203,0,
4035,4035,0,
3762.78186,3364,0.118543953,
2146,2146,0,
1372,1372,0,
1729,1729,0,
2181,2181,0,
549,549,0,
520,520,0,
373,373,0,
486,486,0,
1388,1388,0,
2591,2591,0,
2152,2152,0,
1035,1035,0,
1230,1230,0,
1985,1985,0,
2061,2061,0,
2034.939659,2080,0.021663625,
2146,2146,0,
2251,2251,0,
2723,2723,0,
3170,3170,0,
3005.030856,3767,0.202274793,
4077,4077,0,
3978,3978,0,
3712.293725,3434,0.081040689,
2062,2062,0,
1407,1407,0,
2269,2269,0,
1198,1198,0,
856,856,0,
1667,1667,0,
1690.522867,1518,0.113651427,
2007,2007,0,
2161,2161,0,
1262,1262,0,
1336.388191,632,1.114538277,
713,713,0,
1187,1187,0,
1904,1904,0,
1765,1765,0,
1958,1958,0,
2349,2349,0,
2423,2423,0,
2574,2574,0,
2637,2637,0,
3254,3254,0,
3078.30846,3529,0.127710836,
3552,3552,0,
2722,2722,0,
1890,1890,0,
2350,2350,0,
1484,1484,0,
1266,1266,0,
1152,1152,0,
1002,1002,0,
744,744,0,
600,600,0,
564,564,0,
566,566,0,
762,762,0,
899.0739544,1031,0.127959307,
1374,1374,0,
1823,1823,0,
2415,2415,0,
2999,2999,0,
3877,3877,0,
4068,4068,0,
3840,3840,0,
3709,3709,0,
3646,3646,0,
3604,3604,0,
3382,3382,0,
2724,2724,0,
2279,2279,0,
1899,1899,0,
1624,1624,0,
1155,1155,0,
1242.826068,866,0.435134028,
848,848,0,
2091,2091,0,
1886,1886,0,
1882.188645,1349,0.395247328,
1878.855756,1721,0.091723275,
2686,2686,0,
1131,1131,0,
1308,1308,0,
